"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"28.06.","08:40","Arena 2 Premium","Moto Sport","Holandija: Slobodan Trening 2","MOTO 3"
"28.06.","09:00","Arena 1 Premium","Moto Sport","Akropolj - Live Stage 2","WRC"
"28.06.","09:25","Arena 2 Premium","Moto Sport","Holandija: Slobodan Trening 2","MOTO 2"
"28.06.","10:05","Arena 1 Premium","Moto Sport","Austrija: Sprint","FORMULA 3"
"28.06.","10:10","Arena 2 Premium","Moto Sport","Holandija: Slobodan Trening 2","MOTO GP"
"28.06.","10:50","Arena 2 Premium","Moto Sport","Holandija: Kvalifikacije 1","MOTO GP"
"28.06.","11:00","Arena Sport 1","Fudbal","Čukarički - Koper","PRIJATELJSKE UTAKMICE"
"28.06.","11:15","Arena 2 Premium","Moto Sport","Holandija: Kvalifikacije 2","MOTO GP"
"28.06.","12:00","Arena 3 Premium","Basket 3x3","Četvtfinale 1","FIBA 3X3 World Cup 2025"
"28.06.","12:15","Arena 2 Premium","Moto Sport","Holandija: Trka 1","MOTO E"
"28.06.","12:25","Arena 3 Premium","Basket 3x3","Četvtfinale 2","FIBA 3X3 World Cup 2025"
"28.06.","12:30","Arena 1 Premium","Moto Sport","Austrija: Trening 3","FORMULA 1"
"28.06.","12:50","Arena 2 Premium","Moto Sport","Holandija: Kvalifikacije 1","MOTO 3"
"28.06.","13:15","Arena 2 Premium","Moto Sport","Holandija: Kvalifikacije 2","MOTO 3"
"28.06.","13:30","Arena Sport 1","Tenis","Bad Homburg - Finale","WTA 500"
"28.06.","13:45","Arena 2 Premium","Moto Sport","Holandija: Kvalifikacije 1","MOTO 2"
"28.06.","14:10","Arena 2 Premium","Moto Sport","Holandija: Kvalifikacije 2","MOTO 2"
"28.06.","14:15","Arena Sport 3","Moto Sport","Austrija: Sprint","FORMULA 2"
"28.06.","14:20","Arena 3 Premium","Basket 3x3","Četvtfinale 3","FIBA 3X3 World Cup 2025"
"28.06.","14:30","Arena 1 Premium","Odbojka","Slovenija - Francuska","Liga Nacija"
"28.06.","14:30","Arena Sport 2","Tenis","Eastbourne - Finale","WTA 250 - Eastbourne"
"28.06.","14:45","Arena 3 Premium","Basket 3x3","Četvtfinale 4","FIBA 3X3 World Cup 2025"
"28.06.","15:00","Arena 2 Premium","Moto Sport","Holandija: Sprint","MOTO GP"
"28.06.","15:00","Arena Sport 3","Tenis","Mallorca - Finale","ATP 250 - Mallorca"
"28.06.","15:00","Arena Sport 5","Konjički sport","Subotica - Subotička milja","KASAČKE TRKE"
"28.06.","16:00","Arena 2 Premium","Moto Sport","Austrija: Kvalifikacije","FORMULA 1"
"28.06.","16:00","Arena 3 Premium","Moto Sport","Akropolj - Live Stage 3","WRC"
"28.06.","16:00","Arena Sport 4","Moto Sport","Lago Maggiore","E1"
"28.06.","16:00","Arena Sport 7","Odbojka","Rumunija - Mađarska, polufinale 1","ZLATNA LIGA (Ž)"
"28.06.","16:10","Arena Sport 1","Moto Sport","Holandija: Trka 2","MOTO E"
"28.06.","16:30","Arena 1 Premium","Odbojka","Nemačka - Iran","Liga Nacija"
"28.06.","17:00","Arena Sport 2","Tenis","Finale","ATP 250 - Eastbourne"
"28.06.","18:00","Arena 2 Premium","Odbojka","Bugarska - Turska","Liga Nacija"
"28.06.","18:00","Arena 3 Premium","Fudbal","Rosenborg - Viking","NORVEŠKA LIGA"
"28.06.","19:00","Arena Sport 1","Odbojka","Ukrajina - Švedska, polufinale 2","ZLATNA LIGA (Ž)"
"28.06.","20:00","Arena 1 Premium","Odbojka","Srbija - Argentina","Liga Nacija"
"28.06.","23:00","Arena 1 Premium","Odbojka","Brazil - Italija","Liga Nacija"
"29.06.","01:00","Arena 2 Premium","Moto Sport","Quaker State 400 Available at Walmart","NASCAR CUP SERIES"
"29.06.","08:00","Arena 2 Premium","Moto Sport","Akropolj - Live Stage 4","WRC"
"29.06.","08:30","Arena 1 Premium","Moto Sport","Austrija: Trka","FORMULA 3"
"29.06.","10:00","Arena 1 Premium","Moto Sport","Austrija: Trka","FORMULA 2"
"29.06.","11:00","Arena 1 Premium","Moto Sport","Holandija: Trka","MOTO 3"
"29.06.","11:00","Arena 3 Premium","Odbojka","Slovenija - Japan","Liga Nacija"
"29.06.","12:00","Arena 2 Premium","Basket 3x3","Polufinale 1","FIBA 3X3 World Cup 2025"
"29.06.","12:00","Arena Sport 4","Američki fudbal","Blue Dragons - Vukovi, polufinale","SAAF Prva Liga Srbije"
"29.06.","12:15","Arena 1 Premium","Moto Sport","Holandija: Trka","MOTO 2"
"29.06.","12:25","Arena 2 Premium","Basket 3x3","Polufinale 2","FIBA 3X3 World Cup 2025"
"29.06.","13:00","Arena 2 Premium","Basket 3x3","Meč za 3. mesto (Ž)","FIBA 3X3 World Cup 2025"
"29.06.","13:00","Arena 3 Premium","Moto Sport","Akropolj - Live Stage 5","WRC"
"29.06.","13:00","Arena Sport 3","Odbojka","Iran - Holandija","Liga Nacija"
"29.06.","13:25","Arena 2 Premium","Basket 3x3","Meč za 3.mesto","FIBA 3X3 World Cup 2025"
"29.06.","14:00","Arena 1 Premium","Moto Sport","Holandija: Trka","MOTO GP"
"29.06.","14:00","Arena 2 Premium","Basket 3x3","FINALE (Ž)","FIBA 3X3 World Cup 2025"
"29.06.","14:00","Arena Sport 1","Fudbal","AIK - Goteborg","ŠVEDSKA LIGA"
"29.06.","14:00","Arena Sport 2","Odbojka","Turska - Francuska","Liga Nacija"
"29.06.","14:25","Arena 2 Premium","Basket 3x3","FINALE","FIBA 3X3 World Cup 2025"
"29.06.","15:00","Arena 1 Premium","Moto Sport","Austrija: Trka","FORMULA 1"
"29.06.","16:00","Arena Sport 3","Odbojka","Meč za 3. mesto","ZLATNA LIGA (Ž)"
"29.06.","16:30","Arena 2 Premium","Košarka","Meč za 3. mesto","EUROBASKET (Ž)"
"29.06.","16:30","Arena 3 Premium","Odbojka","Kuba - Argentina","Liga Nacija"
"29.06.","17:00","Arena Sport 1","Fudbal","Bodo/Glimt - Sarpsborg 08","NORVEŠKA LIGA"
