Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
23.07.,00:00,Arena Premium 1,Fudbal,Ind. Medellin - Vasco Da Gama,COPA SUDAMERICANA
23.07.,00:30,Arena Premium 2,Fudbal,Coritiba - Palmeiras,BRAZILSKA LIGA
23.07.,02:30,Arena Premium 1,Fudbal,Lanus - Cienciano,COPA SUDAMERICANA
23.07.,02:30,Arena Premium 2,Fudbal,Chapecoense - Flamengo,BRAZILSKA LIGA
23.07.,10:00,Arena Premium 2,Odbojka,Turska - Kanada,Liga Nacija (Ž)
23.07.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 4",ATP 250 - Kitzbuhel
23.07.,13:30,Arena Premium 2,Odbojka,SAD - Kina,Liga Nacija (Ž)
23.07.,19:30,Arena Premium 2,Fudbal,ARENA SA TERENA: Stadion Karađorđe,UEFA Liga Konferencija - Kvalifikacije
23.07.,20:00,Arena Premium 2,Fudbal,Vojvodina - Ajax,UEFA LIGA KONFERENCIJA - Kvalifikacije
23.07.,20:00,Arena Premium 3,Fudbal,Besiktas - Midtjylland,UEFA LIGA EVROPE - Kvalifikacije
23.07.,20:00,Arena Premium 4,Fudbal,Paksi - Panathinaikos,UEFA LIGA KONFERENCIJA - Kvalifikacije
23.07.,21:00,Arena Premium 1,Fudbal,Partizan - Strassen,UEFA LIGA KONFERENCIJA - Kvalifikacije
23.07.,21:00,Arena Sport 5,Pikado,Četvrtfinala,World Matchplay
24.07.,00:00,Arena Premium 1,Fudbal,Bolivar - Gremio,COPA SUDAMERICANA
24.07.,00:30,Arena Premium 2,Fudbal,Belgrano - Rosario Central,ARGENTINSKA LIGA
24.07.,02:30,Arena Premium 1,Fudbal,Boca Juniors - O'Higgins,COPA SUDAMERICANA
24.07.,12:30,Arena Premium 5,Tenis,Polufinale 1,ATP 250 - Kitzbuhel
24.07.,13:00,Arena Tenis,Tenis,Četvrtfinale 1,ATP 250 - Estoril
24.07.,13:30,Adrenalin,Moto Sport,Mađarska: Trening 1,FORMULA 1
24.07.,14:30,Arena Premium 5,Tenis,Polufinale 2,ATP 250 - Kitzbuhel
24.07.,15:00,Arena Tenis,Tenis,Četvrtfinale 2,ATP 250 - Estoril
24.07.,15:00,Adrenalin,Moto Sport,Mađarska: Kvalifikacije,FORMULA 3
24.07.,16:05,Adrenalin,Moto Sport,Mađarska: Kvalifikacije,FORMULA 2
24.07.,17:00,Adrenalin,Moto Sport,Mađarska: Trening 2,FORMULA 1
24.07.,17:45,Arena Premium 2,Plivanje,Finala: 1. dan,Letnje državno prvenstvo
24.07.,18:00,Arena Tenis,Tenis,Četvrtfinale 3,ATP 250 - Estoril
24.07.,19:00,Arena Premium 1,Fudbal,CSKA - Baltika,RUSKA LIGA
24.07.,20:00,Arena Tenis,Tenis,Četvrtfinale 4,ATP 250 - Estoril
24.07.,20:30,Arena Premium 3,Fudbal,Pogon - Legia,POLJSKA LIGA
24.07.,21:00,Arena Sport 5,Pikado,Četvrtfinala,World Matchplay
25.07.,00:00,Arena Premium 1,Fudbal,Racing - Gimnasia LP,ARGENTINSKA LIGA
25.07.,10:00,Arena Premium 2,Odbojka,Polufinale 1: Brazil - Italija,Liga Nacija (Ž)
25.07.,10:05,Adrenalin,Moto Sport,Mađarska: Sprint,FORMULA 3
25.07.,12:30,Adrenalin,Moto Sport,Mađarska: Trening 3,FORMULA 1
25.07.,13:00,Arena Premium 1,Fudbal,Dinamo - Krylya Sovetov,RUSKA LIGA
25.07.,13:00,Arena Tenis,Tenis,Finale,ATP 250 - Kitzbuhel
25.07.,13:30,Arena Premium 2,Odbojka,Polufinale 2: Kina - Turska,Liga Nacija (Ž)
25.07.,13:30,Arena Premium 5,Tenis,Polufinale 1,WTA 250 - Prague
25.07.,13:30,Arena Sport 8,Moto Sport,Oschersleben: Trka 1,DTM
25.07.,14:15,Adrenalin,Moto Sport,Mađarska: Sprint,FORMULA 2
25.07.,14:45,Arena 1X2,Fudbal,Jagiellonia - Korona,POLJSKA LIGA
25.07.,15:00,Arena Premium 3,Fudbal,AZ Alkmaar - Olympiakos,PRIJATELJSKE UTAKMICE
