"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"04.10.","02:40","Adrenalin","Moto Sport","Indonezija: Slobodan Trening 2","MOTO 3"
"04.10.","03:25","Adrenalin","Moto Sport","Indonezija: Slobodan Trening 2","MOTO 2"
"04.10.","04:10","Adrenalin","Moto Sport","Indonezija: Slobodan Trening 2","MOTO GP"
"04.10.","04:50","Adrenalin","Moto Sport","Indonezija: Kvalifikacije 1","MOTO GP"
"04.10.","05:15","Adrenalin","Moto Sport","Indonezija: Kvalifikacije 2","MOTO GP"
"04.10.","06:30","Arena Tenis","Tenis","Centralni teren, dan 4","ATP Masters - Shanghai"
"04.10.","06:45","Adrenalin","Moto Sport","Indonezija: Kvalifikacije 1","MOTO 3"
"04.10.","07:10","Adrenalin","Moto Sport","Indonezija: Kvalifikacije 2","MOTO 3"
"04.10.","07:40","Adrenalin","Moto Sport","Indonezija: Kvalifikacije 1","MOTO 2"
"04.10.","08:05","Adrenalin","Moto Sport","Indonezija: Kvalifikacije 2","MOTO 2"
"04.10.","08:45","Arena Sport 2","Basket 3x3","Shenzhen, grupna faza","FIBA 3x3 World Tour"
"04.10.","09:00","Arena 5 Premium","Tenis","China Open -  Anisimova - Gauff , Polufinale 1","ATP/WTA"
"04.10.","09:00","Adrenalin","Moto Sport","Indonezija: Sprint","MOTO GP"
"04.10.","11:00","Arena Sport 3","Fudbal","Prva Iskra - Radnički Obrenovac","SRPSKA LIGA BEOGRAD"
"04.10.","11:30","Adrenalin","Moto Sport","Singapur: Trening 3","FORMULA 1"
"04.10.","12:00","Arena 4 Premium","Fudbal","Akron - Zenit","RUSKA LIGA"
"04.10.","12:00","Arena 5 Premium","Tenis","China Open - Polufinale 2","ATP/WTA"
"04.10.","12:30","Arena Tenis","Tenis","Centralni teren, dan 4","ATP Masters - Shanghai"
"04.10.","13:00","Arena 2 Premium","Košarka","Zenit - UNICS","VTB LIGA"
"04.10.","13:00","Arena 3 Premium","Fudbal","Kaiserslautern - Bochum","NEMAČKA 2. LIGA"
"04.10.","13:00","Arena Sport 4","Fudbal","Hertha - Munster","NEMAČKA 2. LIGA"
"04.10.","13:00","Arena Sport 8","Golf","Alfred Dunhill Links Championship","DP WORLD TOUR 2025"
"04.10.","13:30","Arena 1 Premium","Fudbal","Leeds - Tottenham","ENGLESKA LIGA"
"04.10.","13:30","Arena Sport 1x2","Fudbal","Hull - Sheffield Utd","CHAMPIONSHIP"
"04.10.","14:00","Arena 4 Premium","Fudbal","Oviedo - Levante","ŠPANSKA LIGA"
"04.10.","14:00","Arena Sport 3","Fudbal","Reims - Grenoble","FRANCUSKA 2. LIGA"
"04.10.","14:00","Arena Sport 6","Fudbal","Valerenga - Tromso","NORVEŠKA LIGA"
"04.10.","14:15","Arena Sport 1","Fudbal","Rubin - Krylya Sovetov","RUSKA LIGA"
"04.10.","14:30","Arena Sport 7","Košarka","Mersin - Besiktas","TURSKA LIGA"
"04.10.","15:00","Arena 3 Premium","Fudbal","Lazio - Torino","ITALIJANSKA LIGA"
"04.10.","15:00","Arena 5 Premium","Fudbal","Parma - Lecce","ITALIJANSKA LIGA"
"04.10.","15:00","Adrenalin","Moto Sport","Singapur: Kvalifikacije","FORMULA 1"
"04.10.","15:30","Arena 2 Premium","Fudbal","Multiprenos","NEMAČKA LIGA"
"04.10.","15:30","Arena Sport 2","Fudbal","Borussia Dortmund - Leipzig","NEMAČKA LIGA"
"04.10.","15:30","Arena Sport 4","Fudbal","Bayer Leverkusen - Union Berlin","NEMAČKA LIGA"
"04.10.","15:30","Arena Sport 5","Fudbal","Werder Bremen - St.Pauli","NEMAČKA LIGA"
"04.10.","16:00","Arena 1 Premium","Fudbal","Arsenal - West Ham","ENGLESKA LIGA"
"04.10.","16:00","Arena 4 Premium","Fudbal","Manchester United - Sunderland","ENGLESKA LIGA"
"04.10.","16:00","Arena Sport 9","Rukomet","Schaeffler - Esbjerg","EHF LIGA ŠAMPIONA (Ž)"
"04.10.","16:00","Arena Sport 1x2","Fudbal","Watford - Oxford","CHAMPIONSHIP"
"04.10.","16:15","Arena Sport 1","Fudbal","Girona - Valencia","ŠPANSKA LIGA"
"04.10.","16:30","Arena Sport 3","Fudbal","Sparta - Ajax","HOLANDSKA LIGA"
"04.10.","16:30","Arena Sport 7","Fudbal","Krasnodar - Akhmat","RUSKA LIGA"
"04.10.","17:00","Arena 3 Premium","Fudbal","Metz - Marseille","FRANCUSKA LIGA"
"04.10.","17:00","Arena 5 Premium","Košarka","Philadelphia - New York","NBA"
"04.10.","17:00","Arena Sport 6","Košarka","Turk Telekom - Bahcesehir","TURSKA LIGA"
"04.10.","18:00","Arena 4 Premium","Fudbal","Inter - Cremonese","ITALIJANSKA LIGA"
"04.10.","18:00","Arena Sport 4","Košarka","SC Derby - Borac","ABA LIGA"
"04.10.","18:00","Arena Sport 5","Rukomet","Leipzig - Flensburg","BUNDESLIGA"
"04.10.","18:00","Arena Sport 9","Rukomet","Metz - Budućnost","EHF LIGA ŠAMPIONA (Ž)"
"04.10.","18:00","Arena Sport 1x2","Fudbal","St. Gallen - Thun","ŠVAJCARSKA LIGA"
"04.10.","18:30","Arena 1 Premium","Fudbal","Chelsea - Liverpool","ENGLESKA LIGA"
