"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"02.11.","01:00","Arena 4 Premium","Bejzbol","Toronto Blue Jays - LA Dodgers, finale G7","Major League Baseball"
"02.11.","08:30","Arena Tenis","Tenis","Finale","WTA 250 - Jiujiang"
"02.11.","09:00","Arena 5 Premium","Tenis","Finale","WTA 250 - Hong Kong"
"02.11.","10:00","Arena 1 Premium","Fudbal","Orenburg - Sochi","RUSKA LIGA"
"02.11.","11:30","Arena Sport 9","Golf","Rolex Grand Final","HOTEL PLANNER TOUR 2025"
"02.11.","12:00","Arena 3 Premium","Košarka","Olympiacos - Iraklis","GRČKA LIGA"
"02.11.","12:30","Arena 1 Premium","Fudbal","Verona - Inter","ITALIJANSKA LIGA"
"02.11.","12:30","Arena 2 Premium","Košarka","Zaragoza - Real Madrid","ŠPANSKA LIGA"
"02.11.","12:30","Arena Tenis","Tenis","Paris - Finale Dubl","ATP Masters - Paris"
"02.11.","13:00","Arena Sport 2","Tenis","Chennai - Finale","WTA 250 - Chennai"
"02.11.","13:00","Arena Sport 6","Fudbal","South Shields - Shrewsbury","FA CUP"
"02.11.","13:30","Arena 4 Premium","Fudbal","Fortuna Dusseldorf - Kaiserslautern","NEMAČKA 2. LIGA"
"02.11.","13:30","Arena Sport 4","Fudbal","Paderborn - Greuter Furth","NEMAČKA 2. LIGA"
"02.11.","14:00","Arena 3 Premium","Fudbal","Levante - Celta","ŠPANSKA LIGA"
"02.11.","14:00","Arena Sport 5","Rukomet","Budućnost - Gloria Bistrita","EHF LIGA ŠAMPIONA (Ž)"
"02.11.","14:00","Arena Sport 7","Fudbal","Viborg - Randers","DANSKA LIGA"
"02.11.","14:30","Arena Sport 8","Fudbal","Sparta - AZ Alkmaar","HOLANDSKA LIGA"
"02.11.","15:00","Arena 1 Premium","Fudbal","West Ham - Newcastle","ENGLESKA LIGA"
"02.11.","15:00","Arena 2 Premium","Fudbal","Fiorentina - Lecce","ITALIJANSKA LIGA"
"02.11.","15:00","Arena 5 Premium","Fudbal","Torino - Pisa","ITALIJANSKA LIGA"
"02.11.","15:00","Arena Tenis","Tenis","WTA Finals Riyadh - Day 2 Singles","WTA Finals"
"02.11.","15:00","Arena Sport 1","Tenis","Paris - Finale Singl","ATP Masters - Paris"
"02.11.","15:00","Arena Sport 3","Fudbal","Celtic - Rangers","ŠKOTSKI LIGA KUP"
"02.11.","15:00","Arena Sport 1x2","Fudbal","Rennes - Strasbourg","FRANCUSKA LIGA"
"02.11.","15:30","Arena 4 Premium","Fudbal","Koln - HSV","NEMAČKA LIGA"
"02.11.","16:00","Arena Sport 6","Košarka","Mersin - Fenerbahce","TURSKA LIGA"
"02.11.","16:00","Arena Sport 7","Fudbal","Slaven - Hajduk","HRVATSKA LIGA"
"02.11.","16:15","Arena 3 Premium","Fudbal","Alaves - Espanyol","ŠPANSKA LIGA"
"02.11.","16:30","Arena Sport 2","Fudbal","Young Boys - Basel","ŠVAJCARSKA LIGA"
"02.11.","17:00","Arena 5 Premium","Fudbal","Rapid - Sturm","AUSTRIJSKA LIGA"
"02.11.","17:15","Arena Sport 9","Fudbal","Lens - Lorient","FRANCUSKA LIGA"
"02.11.","17:15","Arena Sport 1x2","Fudbal","Lille - Angers","FRANCUSKA LIGA"
"02.11.","17:30","Arena 2 Premium","Fudbal","Manchester City - Bournemouth","ENGLESKA LIGA"
"02.11.","17:30","Arena 4 Premium","Fudbal","Krasnodar - Spartak","RUSKA LIGA"
"02.11.","17:30","Arena Sport 1","Fudbal","Wolfsburg - Hoffenheim","NEMAČKA LIGA"
"02.11.","17:30","Adrenalin","Klizanje","Grand Prix Canada International: Muškarci - slobodan program","ISU GRAND PRIX"
"02.11.","18:00","Arena Sport 4","Fudbal","Besiktas - Fenerbahce","TURSKA LIGA"
"02.11.","18:00","Arena Sport 5","Fudbal","Parma - Bologna","ITALIJANSKA LIGA"
"02.11.","18:00","Arena Sport 6","Košarka","Reggio Emilia - Milano","ITALIJANSKA LIGA"
"02.11.","18:00","Arena Sport 8","Basket 3x3","3x3 BG U23 League - Novi Beograd","BG U23 League"
