"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"12.01.","02:00","Arena Premium 1","Američki fudbal","New England Patriots - Los Angeles Chargers","NFL"
"12.01.","07:30","Arena Tenis","Tenis","Kecmanovic - Vacherot","ATP 250 - Adelaide"
"12.01.","08:30","Arena Premium 5","Tenis","Danilovic - Kessler","WTA 250 - Hobart"
"12.01.","13:30","Arena Premium 4","Fudbal","OFK Beograd - Sumqayit","PRIJATELJSKE UTAKMICE"
"12.01.","13:30","Arena Sport 10","Fudbal","OFK Beograd - Sumqayit","PRIJATELJSKE UTAKMICE"
"12.01.","16:00","Arena Premium 1","Košarka","Dubai - Borac","ABA LIGA"
"12.01.","17:00","Arena Premium 2","Košarka","Onvo - Efes","TURSKA LIGA"
"12.01.","17:30","Arena Premium 5","Hokej","Dinamo Mn - Admiral","KHL"
"12.01.","18:00","Arena Sport 1","Košarka","Split - FMP","ABA LIGA"
"12.01.","18:30","Arena Premium 1","Fudbal","Genoa - Cagliari","ITALIJANSKA LIGA"
"12.01.","18:45","Arena Premium 4","Košarka","Napoli - Milano","ITALIJANSKA LIGA"
"12.01.","20:30","Arena Premium 1","Košarka","Crvena zvezda - Bosna","ABA LIGA"
"12.01.","20:45","Arena Premium 2","Fudbal","Liverpool - Barnsley","FA CUP"
"12.01.","20:45","Arena Premium 4","Fudbal","Juventus - Cremonese","ITALIJANSKA LIGA"
"12.01.","21:00","Arena Premium 5","Fudbal","Sevilla - Celta","ŠPANSKA LIGA"
"13.01.","01:30","Arena Premium 1","Košarka","Indiana - Boston","NBA"
"13.01.","02:00","Arena Premium 2","Američki fudbal","Pittsburgh Steelers - Houston Texans","NFL"
"13.01.","15:00","Arena Premium 5","Fudbal","Novi Pazar - Akhmat","PRIJATELJSKE UTAKMICE"
"13.01.","17:00","Arena Premium 5","Košarka","Bahcesehir - Manresa","EVROKUP"
