"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"24.03.","18:00","Arena 1 Premium","Fudbal","Litvanija - Finska","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
"24.03.","18:00","Arena 2 Premium","Košarka","U Obruču",""
"24.03.","20:00","Arena Sport 2","Košarka","SC Derby - Split","ABA LIGA"
"24.03.","20:30","Arena Sport 3","Fudbal","Zaragoza - Cordoba","ŠPANSKA 2. LIGA"
"24.03.","20:45","Arena 1 Premium","Fudbal","Engleska - Letonija","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
"24.03.","20:45","Arena 2 Premium","Fudbal","BIH - Kipar","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
"24.03.","20:45","Arena 3 Premium","Fudbal","Poljska - Malta","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
"24.03.","20:45","Arena Sport 4","Fudbal","Albanija - Andora","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
"25.03.","00:00","Arena 1 Premium","Košarka","Orlando - LA Lakers","NBA"
"25.03.","10:00","Arena 1 Premium","Mali fudbal","Novi Beograd","ARENINA LIGA ŠAMPIONA"
"25.03.","14:00","Arena 3 Premium","Fudbal","Srbija - Gruzija","U21"
"25.03.","17:00","Arena Sport 1","Fudbal","Srbija - Norveška","U19 MINI TURNIR"
"25.03.","18:30","Arena 1 Premium","Košarka","Galatasaray - Manisa","FIBA LIGA ŠAMPIONA"
"25.03.","18:30","Arena 2 Premium","Košarka","Rytas - Unicaja","FIBA LIGA ŠAMPIONA"
"25.03.","18:45","Arena 3 Premium","Rukomet","Gummersbach - Melsungen","EHF LIGA EVROPE"
"25.03.","18:45","Arena Sport 3","Rukomet","Kriens - Limoges","EHF LIGA EVROPE"
"25.03.","20:00","Arena Sport 1","Košarka","Tenerife - Manresa","FIBA LIGA ŠAMPIONA"
"25.03.","20:00","Arena Sport 2","Odbojka","Novara - Alba Blaj, finale 1","CEV CUP Ž"
"25.03.","20:00","Arena Sport 5","Košarka","Reggiana - Petkim Spor","FIBA LIGA ŠAMPIONA"
"25.03.","20:45","Arena 1 Premium","Fudbal","Severna Makedonija - Vels","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
"25.03.","20:45","Arena 2 Premium","Fudbal","Izrael - Norveška","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
"25.03.","20:45","Arena 3 Premium","Fudbal","Crna Gora - Farska Ostrva","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
"25.03.","20:45","Arena Sport 3","Rukomet","Porto - Toulouse","EHF LIGA EVROPE"
"25.03.","20:45","Arena Sport 4","Rukomet","Benfica - GOG","EHF LIGA EVROPE"
"26.03.","00:30","Arena 2 Premium","Košarka","Miami - Golden State","NBA"
"26.03.","01:00","Arena 1 Premium","Fudbal","Argentina - Brazil","CONMEBOL KVALIFIKACIJE"
"26.03.","01:00","Arena 3 Premium","Fudbal","Čile - Ekvador","CONMEBOL KVALIFIKACIJE"
"26.03.","01:00","Arena Sport 1","Fudbal","Venecuela - Peru","CONMEBOL KVALIFIKACIJE"
"26.03.","10:00","Arena 1 Premium","Mali fudbal","Novi Beograd","ARENINA LIGA ŠAMPIONA"
"26.03.","18:00","Arena 2 Premium","Košarka","CSKA - Parma","VTB LIGA"
"26.03.","18:00","Arena Sport 1","Košarka","Vršac - Vojvodina","KLS"
