Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
03.07.,01:00,Arena Premium 1,Fudbal,Portugal - Hrvatska,FIFA SVETSKO PRVENSTVO
03.07.,05:00,Arena Premium 1,Fudbal,Švajcarska - Alžir,FIFA SVETSKO PRVENSTVO
03.07.,11:30,Arena Premium 2,Košarka,Kanada - Australija,Svetsko Prvenstvo za kadete (U17) (M)
03.07.,12:00,Arena Premium 5,Tenis,"Teren 2, dan 5",WIMBLEDON
03.07.,13:30,Adrenalin,Moto Sport,Velika Britanija: Trening 1,FORMULA 1
03.07.,14:00,Arena Premium 4,Tenis,"Teren 1, dan 5",WIMBLEDON
03.07.,14:15,Arena Premium 2,Košarka,SAD - Portoriko,Svetsko Prvenstvo za kadete (U17) (M)
03.07.,14:30,Arena Tenis,Tenis,"Centralni teren, dan 5",WIMBLEDON
03.07.,15:00,Adrenalin,Moto Sport,Velika Britanija: Kvalifikacije,FORMULA 3
03.07.,15:55,Adrenalin,Moto Sport,Velika Britanija: Kvalifikacije,FORMULA 2
03.07.,16:30,Arena Premium 1,Fudbal,Na licu mesta: pripreme Crvene zvezde,
03.07.,17:00,Arena Premium 1,Fudbal,Crvena zvezda – Linz,PRIJATELJSKE UTAKMICE
03.07.,17:00,Arena Premium 2,Košarka,Litvanija - Srbija,Svetsko Prvenstvo za kadete (U17) (M)
03.07.,17:00,Arena Sport 10,Fudbal,Crvena zvezda – Linz,PRIJATELJSKE UTAKMICE
03.07.,17:30,Adrenalin,Moto Sport,Velika Britanija: Sprint Kvalifikacije,FORMULA 1
03.07.,18:00,Arena Sport 1,Košarka,Estonija - Slovenija,Svetsko prvenstvo - Kvalifikacije
03.07.,19:45,Arena Premium 2,Košarka,Francuska - Turska,Svetsko Prvenstvo za kadete (U17) (M)
03.07.,20:00,Arena Premium 1,Fudbal,Australija - Egipat,FIFA SVETSKO PRVENSTVO
04.07.,00:00,Arena Premium 1,Fudbal,Argentina - Zelenortska Ostrva,FIFA SVETSKO PRVENSTVO
04.07.,03:30,Arena Premium 1,Fudbal,Kolumbija - Gana,FIFA SVETSKO PRVENSTVO
04.07.,10:35,Adrenalin,Moto Sport,Velika Britanija: Sprint,FORMULA 3
04.07.,11:45,Arena Premium 2,Basket 3x3,"Marseille, grupna faza",FIBA 3x3 World Tour
04.07.,12:00,Arena Premium 5,Tenis,"Teren 2, dan 6",WIMBLEDON
04.07.,13:00,Adrenalin,Moto Sport,Velika Britanija: Sprint,FORMULA 1
04.07.,13:30,Arena Sport 8,Moto Sport,Norisring: Trka 1,DTM
04.07.,14:00,Arena Premium 4,Tenis,"Teren 1, dan 6",WIMBLEDON
04.07.,14:30,Arena Tenis,Tenis,"Centralni teren, dan 6",WIMBLEDON
04.07.,14:45,Adrenalin,Moto Sport,Velika Britanija: Sprint,FORMULA 2
04.07.,16:30,Arena Sport 1,Fudbal,Zemun – Borac Čačak,PRIJATELJSKE UTAKMICE
04.07.,17:00,Arena Premium 2,Košarka,Polufinale 1,Svetsko Prvenstvo za kadete (U17) (M)
04.07.,17:00,Arena Sport 2,Basket 3x3,Novi Sad: Kvalifikacije za Quest U23 League,BG U23 League
04.07.,17:00,Adrenalin,Moto Sport,Velika Britanija: Kvalifikacije,FORMULA 1
04.07.,17:30,Arena Premium 3,Fudbal,Železničar – Maribor,PRIJATELJSKE UTAKMICE
