Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
08.05.,00:00,Arena Premium 2,Fudbal,O'Higgins - Sao Paulo,COPA SUDAMERICANA
08.05.,02:00,Arena Premium 1,Hokej,"Philadelphia Flyers - Carolina Hurricanes, G3",NHL
08.05.,02:30,Arena Premium 2,Fudbal,Independiente Medellin - Flamengo,COPA LIBERTADORES
08.05.,09:00,Adrenalin,Moto Sport,Francuska: Slobodan Trening 1,MOTO 3
08.05.,09:50,Adrenalin,Moto Sport,Francuska: Slobodan Trening 1,MOTO 2
08.05.,10:45,Adrenalin,Moto Sport,Francuska: Slobodan Trening 1,MOTO GP
08.05.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 3 prepodnevna sesija",ATP/WTA 1000 - Rome
08.05.,11:00,Arena Sport 1,Tenis,"Teren 1, dan 3",ATP/WTA 1000 - Rome
08.05.,13:15,Adrenalin,Moto Sport,Francuska: Trening,MOTO 3
08.05.,14:05,Adrenalin,Moto Sport,Francuska: Trening,MOTO 2
08.05.,15:00,Adrenalin,Moto Sport,Francuska: Trening,MOTO GP
08.05.,18:00,Arena Premium 3,Košarka,Efes - Onvo,TURSKA LIGA
08.05.,18:30,Arena Sport 2,Fudbal,Kaiserslautern - Arminia Bielefeld,NEMAČKA 2. LIGA
08.05.,18:30,Arena Sport 3,Fudbal,Paderborn - Karlsruhe,NEMAČKA 2. LIGA
08.05.,19:00,Arena Premium 1,Košarka,"Zalgiris - Fenerbahce, G4",EVROLIGA
08.05.,19:00,Arena Premium 5,Košarka,"Cluj - Budućnost, G2",ABA LIGA
08.05.,19:00,Arena Tenis,Tenis,"Centralni teren, dan 3 popodnevna sesija",ATP/WTA 1000 - Rome
08.05.,19:00,Arena Sport 5,Rukomet,Minden - Bergischer,BUNDESLIGA
08.05.,19:00,Arena Sport 8,Fudbal,Viborg - Sonderjyske,DANSKA LIGA
08.05.,20:00,Arena Sport 4,Košarka,Bonn - Trier,NEMAČKA LIGA
08.05.,20:00,Arena Sport 10,Rukomet,Naisa - Bor,SUPERLIGA SRBIJE Ž
08.05.,20:15,Arena Premium 2,Košarka,"Panathinaikos - Valencia, G4",EVROLIGA
08.05.,20:30,Arena Premium 3,Fudbal,Dortmund - Frankfurt,NEMAČKA LIGA
08.05.,20:30,Arena Sport 3,Fudbal,Venezia - Palermo,ITALIJANSKA 2. LIGA
08.05.,20:30,Arena Sport 6,Fudbal,Reggiana - Sampdoria,ITALIJANSKA 2. LIGA
08.05.,20:30,Arena Sport 7,Fudbal,Frosinone - Mantova,ITALIJANSKA 2. LIGA
08.05.,20:30,Arena 1X2,Fudbal,Cadiz - Deportivo,ŠPANSKA 2. LIGA
08.05.,20:45,Arena Premium 4,Fudbal,Torino - Sassuolo,ITALIJANSKA LIGA
08.05.,20:45,Arena Sport 2,Fudbal,Lens - Nantes,FRANCUSKA LIGA
08.05.,21:00,Arena Premium 1,Fudbal,Levante - Osasuna,ŠPANSKA LIGA
08.05.,21:00,Arena Premium 5,Fudbal,"Hull - Millwall, polufinale G1",CHAMPIONSHIP
09.05.,01:00,Arena Premium 1,Hokej,"Buffalo Sabres - Montreal Canadiens, G2",NHL
09.05.,04:10,Arena Premium 2,Bejzbol,Atlanta Braves - Los Angeles Dodgers,Major League Baseball
09.05.,08:40,Adrenalin,Moto Sport,Francuska: Slobodan Trening 2,MOTO 3
09.05.,09:00,Arena Premium 1,Mali fudbal,Arenino Svetsko Prvenstvo,ARENINO SVETSKO PRVENSTVO
09.05.,09:00,Arena Premium 4,Moto Sport,Portugal - Live Stage 2,WRC
09.05.,09:25,Adrenalin,Moto Sport,Francuska: Slobodan Trening 2,MOTO 2
09.05.,10:10,Adrenalin,Moto Sport,Francuska: Slobodan Trening 2,MOTO GP
09.05.,10:50,Adrenalin,Moto Sport,Francuska: Kvalifikacije 1,MOTO GP
09.05.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 4 prepodnevna sesija",ATP/WTA 1000 - Rome
09.05.,11:00,Arena Sport 7,Tenis,"Teren 1, dan 4",ATP/WTA 1000 - Rome
09.05.,11:15,Adrenalin,Moto Sport,Francuska: Kvalifikacije 2,MOTO GP
09.05.,12:00,Arena Sport 9,Fudbal,Partizan-Sloga - Radnički 1923,SUPERLIGA Ž
09.05.,12:45,Adrenalin,Moto Sport,Francuska: Kvalifikacije 1,MOTO 3
09.05.,13:00,Arena Premium 2,Fudbal,Bochum - Hannover,NEMAČKA 2. LIGA
09.05.,13:00,Arena Premium 5,Fudbal,Kiel - Magdeburg,NEMAČKA 2. LIGA
09.05.,13:10,Adrenalin,Moto Sport,Francuska: Kvalifikacije 2,MOTO 3
09.05.,13:30,Arena Premium 1,Fudbal,Liverpool - Chelsea,ENGLESKA LIGA
