Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
19.04.,00:30,Arena Premium 4,Fudbal,Independiente - Defensa y Justicia,ARGENTINSKA LIGA
19.04.,02:30,Arena Premium 1,Košarka,"Houston - La Lakers, G1",NBA
19.04.,08:00,Arena Premium 1,Atletika,Beogradski maraton,BG Maraton
19.04.,11:10,Adrenalin,Moto Sport,"Holandija, Superpole Race",SUPERBIKE WORLD CHAMPIONSHIP
19.04.,12:00,Arena Premium 1,Košarka,Olympiacos - Aris,GRČKA LIGA
19.04.,12:30,Arena Premium 3,Fudbal,Cremonese - Torino,ITALIJANSKA LIGA
19.04.,12:45,Arena Sport 3,Rukomet,Meč za 3.mesto,NEMAČKI KUP
19.04.,13:00,Arena Premium 2,Fudbal,Ipswich - Middlesbrough,CHAMPIONSHIP
19.04.,13:00,Arena Sport 4,Tenis,Finale,WTA 500 - Stuttgart
19.04.,13:00,Arena Sport 7,Košarka,Ilirija - SC Derby,ABA LIGA
19.04.,13:30,Arena Tenis,Tenis,Finale,ATP 500 - Munich
19.04.,13:30,Arena Sport 1,Fudbal,Schalke - Munster,NEMAČKA 2. LIGA
19.04.,13:30,Arena Sport 8,Fudbal,Dynamo Makhachkala - Zenit,RUSKA LIGA
19.04.,13:30,Arena Sport 9,Fudbal,E. Braunschweig - Hertha,NEMAČKA 2. LIGA
19.04.,13:30,Arena 1X2,Fudbal,Greuter Furth - Darmstadt,NEMAČKA 2. LIGA
19.04.,14:00,Arena Sport 6,Rukomet,FTC - Metz,EHF LIGA ŠAMPIONA (Ž)
19.04.,14:30,Arena Sport 3,Fudbal,Austria - Salzburg,AUSTRIJSKA LIGA
19.04.,14:30,Arena Sport 5,Košarka,Fenerbahce - Trabzonspor,TURSKA LIGA
19.04.,15:00,Arena Premium 1,Fudbal,Everton - Liverpool,ENGLESKA LIGA
19.04.,15:00,Arena Premium 2,Fudbal,Nottingham Forest - Burnley,ENGLESKA LIGA
19.04.,15:00,Arena Premium 3,Fudbal,Verona - Milan,ITALIJANSKA LIGA
19.04.,15:00,Arena Premium 4,Fudbal,Aston Villa - Sunderland,ENGLESKA LIGA
19.04.,15:00,Arena Sport 4,Fudbal,Celtic - St Mirren,ŠKOTSKI KUP
19.04.,15:00,Arena Sport 7,Fudbal,Monaco - Auxerre,FRANCUSKA LIGA
19.04.,15:30,Arena Sport 1,Fudbal,Freiburg - Heidenheim,NEMAČKA LIGA
19.04.,15:30,Arena Sport 8,Tenis,FINALE,WTA 250 - Rouen
19.04.,15:30,Adrenalin,Moto Sport,"Holandija, Trka 2",SUPERBIKE WORLD CHAMPIONSHIP
19.04.,15:45,Arena Sport 2,Rukomet,FINALE,NEMAČKI KUP
19.04.,16:00,Arena Premium 5,Fudbal,Spartak - Akhmat,RUSKA LIGA
19.04.,16:00,Arena Tenis,Tenis,Finale,ATP 500 - Barcelona
19.04.,16:00,Arena Sport 6,Rukomet,Odense - Gyori,EHF LIGA ŠAMPIONA (Ž)
19.04.,16:00,Arena 1X2,Fudbal,Samsunspor - Besiktas,TURSKA LIGA
19.04.,16:30,Arena Sport 3,Košarka,Milano - Napoli,ITALIJANSKA LIGA
19.04.,17:00,Arena Premium 2,Fudbal,AEK - PAOK,GRČKA LIGA
19.04.,17:00,Arena Premium 3,Košarka,Cluj - Budućnost,ABA LIGA
19.04.,17:00,Arena Sport 5,Fudbal,LASK - Sturm,AUSTRIJSKA LIGA
19.04.,17:00,Adrenalin,Moto Sport,6 Hours of Imola,World Endurance Championship
19.04.,17:15,Arena Sport 4,Fudbal,Strasbourg - Rennes,FRANCUSKA LIGA
19.04.,17:30,Arena Premium 1,Fudbal,Manchester City - Arsenal,ENGLESKA LIGA
19.04.,17:30,Arena Premium 4,Fudbal,Bayern - Stuttgart,NEMAČKA LIGA
19.04.,18:00,Arena Premium 5,Vaterpolo,Utakmica za 3. mesto,Regionalna vaterpolo liga
19.04.,18:00,Arena Sport 1,Fudbal,Pisa - Genoa,ITALIJANSKA LIGA
19.04.,18:00,Arena Sport 6,Odbojka,"Vakifbank - Fenerbahce, finale G5",TURSKA LIGA Ž
19.04.,18:00,Arena Sport 9,Basket 3x3,Finale,BG League
19.04.,18:30,Arena Sport 3,Fudbal,Krasnodar - Baltika,RUSKA LIGA
19.04.,19:00,Arena Premium 3,Košarka,"Philadephia - Boston, G1",NBA
19.04.,19:00,Arena Sport 2,Fudbal,Sporting - Benfica,PORTUGALSKA LIGA
19.04.,19:00,Arena Sport 5,Košarka,Cedevita Olimpija - Igokea,ABA LIGA
19.04.,19:00,Arena Sport 7,Košarka,Real Madrid - Tenerife,ŠPANSKA LIGA
19.04.,19:00,Arena 1X2,Fudbal,Trabzonspor - Basaksehir,TURSKA LIGA
19.04.,19:15,Arena Sport 4,Košarka,Monaco - Asvel,FRANCUSKA LIGA
19.04.,19:30,Arena Premium 1,Košarka,Partizan - Crvena zvezda,ABA LIGA
19.04.,19:30,Arena Premium 4,Fudbal,B. Monchengladbach - Mainz,NEMAČKA LIGA
19.04.,20:00,Arena Premium 2,Fudbal,Panathinaikos - Olympiacos,GRČKA LIGA
19.04.,20:00,Arena Sport 6,Odbojka,"Crvena zvezda - Vojvodina, polufinale G1",SUPERLIGA
19.04.,20:00,Adrenalin,Moto Sport,Kansas,NASCAR CUP SERIES
19.04.,20:30,Arena Premium 5,Vaterpolo,Finale,Regionalna vaterpolo liga
19.04.,20:45,Arena Sport 1,Fudbal,PSG - Lyon,FRANCUSKA LIGA
19.04.,20:45,Arena Sport 3,Fudbal,Juventus - Bologna,ITALIJANSKA LIGA
19.04.,21:00,Arena Sport 7,Fudbal,Santons - Fluminense,BRAZILSKA LIGA
19.04.,21:00,Arena 1X2,Fudbal,Almeria - Malaga,ŠPANSKA 2. LIGA
19.04.,21:30,Arena Premium 3,Košarka,"Oklahoma - Phoenix, G1",NBA
19.04.,21:30,Arena Premium 4,Fudbal,Porto - Tondela,PORTUGALSKA LIGA
19.04.,21:30,Arena Sport 2,Fudbal,Braga - Familicao,PORTUGALSKA LIGA
19.04.,22:00,Arena Premium 1,Fudbal,River Plate - Boca Juniors,ARGENTINSKA LIGA
19.04.,23:30,Arena Premium 4,Fudbal,Palmeiras - Athletico PR,BRAZILSKA LIGA
20.04.,01:30,Arena Premium 1,Fudbal,Rosario Central - Sarmiento,ARGENTINSKA LIGA
20.04.,17:00,Arena Premium 3,Košarka,FMP - Vienna,ABA LIGA
20.04.,17:10,Arena Premium 5,Bejzbol,Boston Red Sox - Detroit Tigers,Major League Baseball
20.04.,18:00,Arena Premium 1,Košarka,Galatasaray - Efes,TURSKA LIGA
20.04.,18:00,Arena Sport 2,Futsal,Loznica - Vintersport,PRVA LIGA
20.04.,19:00,Arena Premium 3,Košarka,Mega - Split,ABA LIGA
20.04.,19:00,Arena Premium 4,Odbojka,"Tent - Ub, finale G1",SUPERLIGA (Ž)
20.04.,19:00,Arena Sport 3,Fudbal,Midtjylland - Aarhus,DANSKA LIGA
20.04.,19:00,Arena Sport 10,Rukomet,Jagodina - Partizan,SUPERLIGA SRBIJE Ž
20.04.,19:00,Arena 1X2,Fudbal,Lechia - Piast,POLJSKA LIGA
20.04.,20:00,Arena Sport 2,Futsal,Smederevo - Vojvodina,PRVA LIGA
20.04.,20:00,Arena Sport 4,Košarka,Alba - Bonn,NEMAČKA LIGA
20.04.,20:30,Arena Premium 5,Fudbal,Deportivo - Mirandes,ŠPANSKA 2. LIGA
20.04.,20:45,Arena Premium 2,Fudbal,Lecce - Fiorentina,ITALIJANSKA LIGA
20.04.,21:00,Arena Premium 1,Fudbal,Crystal Palace - West Ham,ENGLESKA LIGA
21.04.,00:30,Arena Premium 2,Fudbal,San Lorenzo - Velez,ARGENTINSKA LIGA
21.04.,01:30,Arena Premium 1,Hokej,"Carolina Hurricanes - Ottawa Senators, G2",NHL
21.04.,04:30,Arena Premium 1,Košarka,"Denver - Minnesota, G2",NBA
21.04.,10:00,Arena Premium 1,Mali fudbal,Novi Beograd,ARENINA LIGA ŠAMPIONA
21.04.,12:00,Arena Premium 5,Košarka,Cedevita Olimpija - Ilirija,ABA U19
21.04.,14:45,Arena Premium 5,Košarka,Mega - Partizan,ABA U19
21.04.,16:00,Arena Sport 9,Fudbal,Lokomotiva - Slaven,HRVATSKA LIGA
21.04.,16:30,Arena Premium 2,Fudbal,Sochi - Krylya Sovetov,RUSKA LIGA
21.04.,17:30,Arena Premium 5,Košarka,SC Derby - Crvena zvezda,ABA U19
21.04.,18:00,Arena Sport 1,Odbojka,"Zenit Kazan - Dinamo, finale G1",RUSKA LIGA
21.04.,18:00,Arena Sport 2,Odbojka,"Ziraat - Galatasaray, finale G1",TURSKA LIGA
21.04.,18:45,Arena Sport 9,Fudbal,Hajduk - Osijek,HRVATSKA LIGA
21.04.,18:45,Arena 1X2,Fudbal,CSKA - Rostov,RUSKA LIGA
21.04.,19:00,Arena Premium 3,Fudbal,Mallorca - Valencia,ŠPANSKA LIGA
21.04.,19:00,Arena Premium 4,Fudbal,Athletic - Osasuna,ŠPANSKA LIGA
21.04.,19:30,Arena Premium 5,Fudbal,Konyaspor - Fenerbahce,TURSKI KUP
21.04.,20:00,Arena Premium 2,Košarka,Panathinaikos - Monaco,EVROLIGA
21.04.,20:00,Arena Sport 10,Košarka,Bosna - Dubai,ABA LIGA
21.04.,20:15,Arena Sport 5,Košarka,FMP - Zadar,ABA U19
21.04.,20:30,Arena Sport 3,Vaterpolo,Hannover - Mladost,Liga šampiona
21.04.,20:30,Arena Sport 4,Vaterpolo,Pro Recco - Ferencvaros,Liga šampiona
21.04.,20:45,Arena Premium 1,Košarka,Barcelona - Crvena zvezda,EVROLIGA
21.04.,20:45,Arena Sport 2,Fudbal,Leicester - Hull,CHAMPIONSHIP
21.04.,21:00,Arena Premium 3,Fudbal,Inter - Como,ITALIJANSKI KUP
21.04.,21:00,Arena Premium 4,Fudbal,Brighton - Chelsea,ENGLESKA LIGA
21.04.,21:30,Arena Premium 5,Fudbal,Real Madrid - Alaves,ŠPANSKA LIGA
21.04.,21:30,Arena Sport 1,Fudbal,Girona - Betis,ŠPANSKA LIGA
22.04.,00:45,Arena Premium 2,Bejzbol,Boston Red Sox - New York Yankees,Major League Baseball
22.04.,02:00,Arena Premium 1,Košarka,"San Antonio - Portland, G2",NBA
22.04.,10:00,Arena Premium 1,Mali fudbal,Novi Beograd,ARENINA LIGA ŠAMPIONA
22.04.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 1",ATP/WTA 1000 - Madrid
22.04.,12:00,Arena Premium 5,Košarka,Od 5. do 8. mesta,ABA U19
22.04.,14:45,Arena Premium 5,Košarka,Od 5. do 8. mesta,ABA U19
22.04.,15:00,Arena Sport 3,Fudbal,Milutinac 2023 - Crvena zvezda,KUP SRBIJE Ž
22.04.,16:30,Arena Premium 4,Fudbal,Orenburg - Nizhny Novgorod,RUSKA LIGA
22.04.,16:30,Arena Sport 2,Košarka,"Crvena zvezda - Student, G3",KLS Ž
22.04.,17:30,Arena Sport 1,Košarka,Polufinale 1,ABA U19
22.04.,17:30,Arena Sport 3,Fudbal,Spartak - TSC,KUP SRBIJE Ž
22.04.,18:00,Arena Sport 10,Odbojka,"Polufinale, G2",SUPERLIGA
22.04.,18:30,Arena Sport 2,Košarka,Zenit - CSKA,VTB LIGA
22.04.,18:30,Arena Sport 6,Fudbal,Salzburg - Austria,AUSTRIJSKA LIGA
22.04.,18:45,Arena Sport 7,Fudbal,Dinamo - Rubin,RUSKA LIGA
22.04.,18:45,Arena 1X2,Fudbal,Lokomotiv - Zenit,RUSKA LIGA
22.04.,19:00,Arena Premium 2,Fudbal,Elche - Atletico,ŠPANSKA LIGA
22.04.,19:00,Arena Premium 3,Košarka,"Besiktas - Bourg, finale G1",EVROKUP
22.04.,19:00,Arena Premium 5,Fudbal,PSG  - Nantes,FRANCUSKA LIGA
22.04.,19:30,Arena Sport 5,Fudbal,Galatasaray - Genclerbirligi,TURSKI KUP
22.04.,20:00,Arena Sport 3,Fudbal,Real Sociedad - Getafe,ŠPANSKA LIGA
22.04.,20:00,Arena Sport 4,Odbojka,"Piacenza - Luneburg, finale G2",CEV CUP
22.04.,20:15,Arena Sport 1,Košarka,Polufinale 2,ABA U19
22.04.,20:30,Arena Sport 2,Vaterpolo,Olympiacos - Novi Beograd,Liga šampiona
22.04.,20:30,Arena Sport 6,Fudbal,Sturm - LASK,AUSTRIJSKA LIGA
22.04.,20:30,Arena Sport 8,Vaterpolo,Barceloneta - Brescia,Liga šampiona
22.04.,20:30,Arena Sport 10,Košarka,"Široki - TFT, finale G1",ABA2 LIGA
22.04.,20:45,Arena Premium 4,Fudbal,Bayer Leverkusen - Bayern,NEMAČKI KUP
22.04.,20:45,Arena Sport 7,Fudbal,Charlton - Ipswich,CHAMPIONSHIP
22.04.,21:00,Arena Premium 2,Fudbal,Atalanta - Lazio,ITALIJANSKI KUP
22.04.,21:00,Arena Premium 3,Fudbal,Burnley - Manchester City,ENGLESKA LIGA
22.04.,21:00,Arena Premium 5,Fudbal,Bournemouth - Leeds,ENGLESKA LIGA
22.04.,21:30,Arena Premium 1,Fudbal,Barcelona - Celta,ŠPANSKA LIGA
22.04.,21:45,Arena Sport 5,Fudbal,Porto - Sporting,PORTUGALSKI KUP
22.04.,22:15,Arena Sport 1,Bejzbol,Seattle Mariners - Athletics,Major League Baseball
23.04.,01:00,Arena Premium 2,Hokej,"Philadelphia Flyers - Pittsburgh Penguins, G3",NHL
23.04.,03:30,Arena Premium 1,Košarka,"Oklahoma - Phoenix, G2",NBA
23.04.,10:00,Arena Premium 1,Mali fudbal,Stari Grad,ARENINA LIGA ŠAMPIONA
23.04.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 2",ATP/WTA 1000 - Madrid
23.04.,11:00,Arena Sport 8,Tenis,"Teren 1, dan 2",ATP/WTA 1000 - Madrid
23.04.,12:00,Arena Premium 5,Košarka,Meč za 7.mesto,ABA U19
23.04.,14:45,Arena Premium 5,Košarka,Meč za 5.mesto,ABA U19
23.04.,16:30,Arena Premium 2,Fudbal,Akron - Dynamo Makhachkala,RUSKA LIGA
23.04.,17:30,Arena Premium 5,Košarka,Meč za 3.mesto,ABA U19
23.04.,17:45,Arena Premium 3,Fudbal,Samsunspor - Trabzonspor,TURSKI KUP
23.04.,18:00,Arena Premium 4,Odbojka,"Ub - Tent, finale G2",SUPERLIGA (Ž)
23.04.,18:00,Arena Sport 2,Odbojka,"Zenit Kazan - Dinamo, finale G2",RUSKA LIGA
23.04.,18:00,Arena Sport 3,Fudbal,Nordsjaelland - Aarhus,DANSKA LIGA
23.04.,18:00,Arena Sport 7,Futsal,Vojvodina - Smederevo,PRVA LIGA
23.04.,18:45,Arena Premium 2,Fudbal,Spartak - Krasnodar,RUSKA LIGA
23.04.,18:45,Arena Sport 4,Fudbal,GA Eagles - AZ Alkmaar,HOLANDSKA LIGA
23.04.,18:45,Arena 1X2,Fudbal,Akhmat - Baltika,RUSKA LIGA
23.04.,19:00,Arena Premium 1,Fudbal,Levante - Sevilla,ŠPANSKA LIGA
23.04.,19:00,Arena Sport 6,Rukomet,Fuchse Berlin - Gummersbach,BUNDESLIGA
23.04.,19:00,Adrenalin,Moto Sport,Kanarska Ostrva - Live Stage 1,WRC
23.04.,19:45,Arena Premium 3,Fudbal,Besiktas - Alanyaspor,TURSKI KUP
23.04.,20:00,Arena Premium 5,Fudbal,Rayo Vallecano - Espanyol,ŠPANSKA LIGA
23.04.,20:00,Arena Sport 3,Fudbal,Sonderjyske - Midtjylland,DANSKA LIGA
23.04.,20:00,Arena Sport 5,Pikado,Liverpool,Premier League
23.04.,20:00,Arena Sport 7,Futsal,Vintersport - Loznica,PRVA LIGA
23.04.,20:15,Arena Premium 4,Košarka,FINALE,ABA U19
23.04.,20:45,Arena Premium 2,Fudbal,Stuttgart - Freiburg,NEMAČKI KUP
23.04.,21:00,Arena Sport 4,Fudbal,PSV - Zwolle,HOLANDSKA LIGA
23.04.,21:00,Arena Sport 6,Fudbal,Salford - Bromley,LEAGUE TWO
23.04.,21:30,Arena Premium 1,Fudbal,Oviedo - Villarreal,ŠPANSKA LIGA
23.04.,21:45,Arena Premium 3,Fudbal,Torreense - Fafe,PORTUGALSKI KUP
24.04.,01:00,Arena Premium 2,Fudbal,Defensa y Justicia - Boca Juniors,ARGENTINSKA LIGA
24.04.,02:00,Arena Premium 1,Američki fudbal,Draft - prva runda,NFL
24.04.,09:00,Adrenalin,Moto Sport,Španija: Slobodan Trening 1,MOTO 3
24.04.,09:50,Adrenalin,Moto Sport,Španija: Slobodan Trening 1,MOTO 2
24.04.,10:45,Adrenalin,Moto Sport,Španija: Slobodan Trening 1,MOTO GP
24.04.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 3 prepodnevna sesija",ATP/WTA 1000 - Madrid
24.04.,11:00,Arena Sport 6,Tenis,"Teren 1, dan 3 prepodnevna sesija",ATP/WTA 1000 - Madrid
24.04.,13:15,Adrenalin,Moto Sport,Španija: Trening,MOTO 3
24.04.,14:05,Adrenalin,Moto Sport,Španija: Trening,MOTO 2
24.04.,15:00,Arena Premium 4,Atletika,Kip Keino Classic,World Athletics Continental Tour
24.04.,15:00,Arena Premium 5,Košarka,Zlatibor - Hercegovac,KLS
24.04.,15:00,Adrenalin,Moto Sport,Španija: Trening,MOTO GP
24.04.,18:00,Arena Sport 2,Košarka,Manisa - Fenerbahce,TURSKA LIGA
24.04.,18:00,Arena Sport 3,Odbojka,"Galatasaray - Ziraat, finale G2",TURSKA LIGA
24.04.,18:30,Arena Premium 2,Fudbal,Kaiserslautern - E. Braunschweig,NEMAČKA 2. LIGA
24.04.,18:30,Arena Premium 3,Fudbal,Fortuna - Dresden,NEMAČKA 2. LIGA
24.04.,19:00,Arena Premium 4,Košarka,Split - Spartak,ABA LIGA
24.04.,19:00,Arena Sport 5,Fudbal,Basaksehir - Kasimpasa,TURSKA LIGA
24.04.,19:00,Arena Sport 6,Tenis,"Teren 1, dan 3 popodnevna sesija",ATP/WTA 1000 - Madrid
24.04.,20:00,Arena Tenis,Tenis,"Centralni teren, dan 3 popodnevna sesija",ATP/WTA 1000 - Madrid
24.04.,20:00,Arena Sport 4,Rukomet,Flensburg - Melsungen,BUNDESLIGA
24.04.,20:30,Arena Premium 1,Košarka,Play In,Play in 3
24.04.,20:30,Arena Sport 1,Fudbal,Leipzig - Union Berlin,NEMAČKA LIGA
24.04.,20:30,Arena Sport 7,Fudbal,Jagiellonia - Gornik,POLJSKA LIGA
24.04.,20:30,Arena 1X2,Fudbal,Albacete - Eibar,ŠPANSKA 2. LIGA
24.04.,20:45,Arena Premium 3,Fudbal,Napoli - Cremonese,ITALIJANSKA LIGA
24.04.,20:45,Arena Sport 2,Fudbal,Brest - Lens,FRANCUSKA LIGA
24.04.,21:00,Arena Premium 2,Fudbal,Betis - Real Madrid,ŠPANSKA LIGA
24.04.,21:00,Arena Premium 4,Fudbal,Sunderland - Nottingham Forest,ENGLESKA LIGA
24.04.,21:00,Arena Premium 5,Fudbal,Leicester - Millwall,CHAMPIONSHIP
24.04.,21:00,Arena Sport 3,Fudbal,Avellino - Bari,ITALIJANSKA 2. LIGA
25.04.,01:00,Arena Premium 1,Hokej,"Montreal Canadiens - Tampa Bay Lightning, G3",NHL
