"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"24.10.","00:00","Arena 5 Premium","Fudbal","Universidad de Chile - Lanus, polufinale 2","COPA SUDAMERICANA"
"24.10.","01:30","Arena 1 Premium","Košarka","Indiana - Oklahoma","NBA"
"24.10.","02:15","Arena 2 Premium","Američki fudbal","Los Angeles Chargers - Minnesota Vikings","NFL"
"24.10.","02:30","Arena 5 Premium","Fudbal","Quito - Palmeiras, polufinale 2","COPA LIBERTADORES"
"24.10.","03:00","Adrenalin","Moto Sport","Malezija: Slobodan Trening 1","MOTO 3"
"24.10.","03:30","Arena Tenis","Tenis","Četvrtinale 1","WTA 500 - Tokyo"
"24.10.","03:50","Adrenalin","Moto Sport","Malezija: Slobodan Trening 1","MOTO 2"
"24.10.","04:00","Arena 1 Premium","Košarka","Golden State - Denver","NBA"
"24.10.","04:45","Adrenalin","Moto Sport","Malezija: Slobodan Trening 1","MOTO GP"
"24.10.","05:00","Arena Sport 8","Golf","Genesis Championship","DP WORLD TOUR 2025"
"24.10.","05:30","Arena Tenis","Tenis","Četvrtinale 2","WTA 500 - Tokyo"
"24.10.","07:15","Adrenalin","Moto Sport","Malezija: Trening","MOTO 3"
"24.10.","07:30","Arena Tenis","Tenis","Četvrtinale 3","WTA 500 - Tokyo"
"24.10.","08:05","Adrenalin","Moto Sport","Malezija: Trening","MOTO 2"
"24.10.","08:45","Arena Sport 1","Klizanje","Grand Prix Cup of China: Plesni parovi - Rhythm Dance","ISU GRAND PRIX"
"24.10.","09:00","Adrenalin","Moto Sport","Malezija: Trening","MOTO GP"
"24.10.","10:00","Arena Tenis","Tenis","Četvrtinale 4","WTA 500 - Tokyo"
"24.10.","13:30","Arena Tenis","Tenis","Centralni teren, dan 5","ATP 500 - Vienna"
"24.10.","17:00","Arena Sport 1","Hokej","Lada - Torpedo","KHL"
"24.10.","17:00","Arena Sport 8","Basket 3x3","Loznica","MTS Karavan U15"
"24.10.","17:30","Arena Sport 6","Odbojka","Dinamo-Ak Bars - Tulitsa","RUSKA LIGA (Ž)"
"24.10.","18:00","Arena 5 Premium","Košarka","Pari NN - Zenit","VTB LIGA"
"24.10.","18:00","Arena Sport 5","Košarka","Sloboda - Čačak","KLS"
"24.10.","18:00","Arena Sport 9","Fudbal","Gorica - Hajduk","HRVATSKA LIGA"
"24.10.","18:00","Arena Sport 1x2","Košarka","Vojvodina - Mega","KLS Ž"
"24.10.","18:30","Arena 3 Premium","Fudbal","Schalke - Darmstadt","NEMAČKA 2. LIGA"
"24.10.","18:30","Arena 4 Premium","Fudbal","Greuther Furth - Karlsruhe","NEMAČKA 2. LIGA"
