Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
20.09.,00:00,Arena Premium 1,Fudbal,River Plate - Huracan,ARGENTINSKA LIGA
20.09.,00:00,Arena Tenis,Tenis,Finale,WTA 500 - Guadalajara
20.09.,01:30,Adrenalin,Moto Sport,Bristol,NASCAR CUP SERIES
20.09.,11:00,Adrenalin,Moto Sport,Austrija: Trka,MOTO 3
20.09.,12:00,Arena Sport 7,Fudbal,Vojvodina - Radnički 1923,SUPERLIGA Ž
20.09.,12:00,Arena Sport 9,Košarka,Utakmica za 3. mesto,Zemun kup
20.09.,12:15,Arena Sport 2,Fudbal,Feyenoord - Utrecht,HOLANDSKA LIGA
20.09.,12:15,Adrenalin,Moto Sport,Austrija: Trka,MOTO 2
20.09.,12:30,Arena Premium 2,Fudbal,Fiorentina - Napoli,ITALIJANSKA LIGA
20.09.,13:00,Arena Premium 3,Fudbal,Celtic - Rangers,ŠKOTSKA LIGA
20.09.,13:00,Arena Premium 5,Fudbal,Wolverhampton - WBA,CHAMPIONSHIP
20.09.,13:00,Arena Sport 5,Pikado,Četvrtfinala,Amsterdam Darts Master Final
20.09.,13:00,Arena Sport 8,Golf,"BMW PGA CHAMPIONSHIP, finalni dan",DP WORLD TOUR
20.09.,13:30,Arena Premium 4,Fudbal,Arminia Bielefeld - Heidenheim,NEMAČKA 2. LIGA
20.09.,13:30,Arena Sport 1,Fudbal,Hannover - Bochum,NEMAČKA 2. LIGA
20.09.,13:45,Arena Sport 10,Konjički sport,Subotica - Memorijal Tomislav Višnjić,KASAČKE TRKE
20.09.,14:00,Arena Premium 1,Fudbal,Getafe - Malaga,ŠPANSKA LIGA
20.09.,14:00,Arena Sport 4,Rukomet,Storhamar - Gyori,EHF LIGA ŠAMPIONA (Ž)
20.09.,14:00,Adrenalin,Moto Sport,Austrija: Trka,MOTO GP
20.09.,14:00,Arena 1X2,Fudbal,Brondby - Copenhagen,DANSKA LIGA
20.09.,14:30,Arena Sport 6,Fudbal,Twente - PSV,HOLANDSKA LIGA
20.09.,15:00,Arena Premium 2,Fudbal,Bournemouth - Liverpool,ENGLESKA LIGA
20.09.,15:00,Arena Premium 3,Fudbal,Manchester City - Sunderland,ENGLESKA LIGA
20.09.,15:00,Arena Premium 5,Fudbal,Leeds - Crystal Palace,ENGLESKA LIGA
20.09.,15:00,Arena Sport 2,Fudbal,Frosinone - Como,ITALIJANSKA LIGA
20.09.,15:00,Arena Sport 3,Fudbal,Parma - Genoa,ITALIJANSKA LIGA
20.09.,15:30,Arena Sport 1,Fudbal,Bayer Leverkusen - Leipzig,NEMAČKA LIGA
20.09.,15:30,Adrenalin,Jedrenje,"Ženeva, dan 2",SailGP
20.09.,16:00,Arena Premium 4,Fudbal,Fenerbahce - Eyupspor,TURSKA LIGA
20.09.,16:00,Arena Sport 4,Rukomet,Budućnost - Brest,EHF LIGA ŠAMPIONA (Ž)
20.09.,16:00,Arena Sport 7,Fudbal,Gremio - Palmeiras,BRAZILSKA LIGA
20.09.,16:00,Arena Sport 9,Košarka,Finale,Zemun Kup
20.09.,16:15,Arena Premium 1,Fudbal,Atletico Madrid - Real Madrid,ŠPANSKA LIGA
20.09.,16:30,Arena 1X2,Fudbal,Basel - St.Gallen,ŠVAJCARSKA LIGA
20.09.,17:00,Arena Premium 3,Košarka,FINALE,FRANCUSKI SUPERKUP
20.09.,17:00,Arena Sport 3,Fudbal,Salzburg - Sturm,AUSTRIJSKA LIGA
20.09.,17:00,Arena Sport 5,Fudbal,Rijeka - Hajduk,HRVATSKA LIGA
20.09.,17:15,Arena Sport 2,Fudbal,Nice - Lille,FRANCUSKA LIGA
20.09.,17:30,Arena Premium 2,Fudbal,Fulham - Manchester United,ENGLESKA LIGA
20.09.,17:30,Arena Sport 1,Fudbal,Schalke - Elversberg,NEMAČKA LIGA
20.09.,18:00,Arena Premium 4,Fudbal,Juventus - Atalanta,ITALIJANSKA LIGA
20.09.,18:00,Arena Sport 6,Košarka,Finale,VTB SUPERCUP
20.09.,18:00,Arena Sport 7,Rukomet,Melsungen - Magdeburg,BUNDESLIGA
20.09.,18:00,Arena Sport 9,Basket 3x3,U23 League - Finale,BG U23 League
20.09.,18:30,Arena Sport 4,Fudbal,Villarreal - Levante,ŠPANSKA LIGA
20.09.,18:30,Arena Sport 8,Fudbal,Deportivo - Betis,ŠPANSKA LIGA
20.09.,19:00,Arena Premium 3,Košarka,Finale,ŠPANSKI SUPERKUP
20.09.,19:00,Arena Premium 5,Američki fudbal,Houston Texans - Cincinnati Bengals,NFL
20.09.,19:00,Arena Sport 3,Fudbal,Amed - Besiktas,TURSKA LIGA
20.09.,19:00,Arena Sport 5,Pikado,Polufinala i finale,Amsterdam Darts Master Final
20.09.,19:00,Adrenalin,Obaranje ruke,Dan 2,"Armwrestling
Otvoreni kup Srbije"
20.09.,19:00,Arena 1X2,Američki fudbal,Redzone Week 2,NFL
20.09.,19:30,Arena Sport 1,Fudbal,Paderborn - Hoffenheim,NEMAČKA LIGA
20.09.,19:45,Arena Sport 2,Fudbal,San Lorenzo - Boca Juniors,ARGENTINSKA LIGA
20.09.,20:00,Arena Sport 7,Fudbal,Dinamo - Lokomotiva,HRVATSKA LIGA
20.09.,20:30,Arena Tenis,Tenis,Finale,WTA 250 - Sao Paolo
20.09.,20:45,Arena Premium 2,Fudbal,Marseille - PSG,FRANCUSKA LIGA
20.09.,20:45,Arena Premium 4,Fudbal,Milan - Lecce,ITALIJANSKA LIGA
20.09.,21:00,Arena Premium 1,Fudbal,Valencia - Real Sociedad,ŠPANSKA LIGA
20.09.,21:00,Arena Premium 3,Fudbal,Corinthians - Fluminense,BRAZILSKA LIGA
20.09.,21:00,Arena Sport 3,Odbojka,Italija - Danska,EVROPSKO PRVENSTVO (M)
20.09.,22:00,Arena Sport 1,Fudbal,Rosario Central - Argentinos,ARGENTINSKA LIGA
20.09.,22:25,Arena Premium 5,Američki fudbal,Dallas Cowboys - Washington Commanders,NFL
21.09.,02:30,Arena Premium 1,Američki fudbal,Kansas City Chiefs - Indianapolis Colts,NFL
21.09.,11:00,Arena Premium 1,Mali fudbal,Niš,ARENINA LIGA ŠAMPIONA
21.09.,16:00,Arena Premium 2,Odbojka,Belgija - Češka,EVROPSKO PRVENSTVO (M)
21.09.,19:00,Arena Premium 4,Vaterpolo,Jadran m:tel - Budućnost,Regionalna vaterpolo liga
21.09.,20:00,Arena Sport 9,Futsal,Ekonomac - Vojvodina,PRVA LIGA
21.09.,21:00,Arena Premium 1,Odbojka,Slovenija - Srbija,EVROPSKO PRVENSTVO (M)
22.09.,02:15,Arena Premium 1,Američki fudbal,Los Angeles Rams - New York Giants,NFL
22.09.,10:00,Arena Premium 1,Mali fudbal,Novi Beograd,ARENINA LIGA ŠAMPIONA
22.09.,15:00,Arena Premium 2,Odbojka,četvrtfinale 1 ???,EP
22.09.,16:00,Arena Sport 1,Fudbal 3x3,MTS Karavan 3x3 - Ćuprija,Arena Karavan
22.09.,18:00,Arena Premium 2,Odbojka,četvrtfinale 2 ???,EP
22.09.,20:00,Arena Premium 1,Vaterpolo,Novi Beograd - Partizan,Regionalna vaterpolo liga
23.09.,04:10,Arena Premium 2,Bejzbol,Los Angeles Dodgers - San Diego Padres,Major League Baseball
23.09.,10:00,Arena Premium 1,Mali fudbal,Novi Beograd,ARENINA LIGA ŠAMPIONA
23.09.,13:30,Arena Sport 1,Basket 3x3,Negotin,Moje pravo da biram sport – Sport pobeđuje
23.09.,16:00,Arena Premium 2,Odbojka,četvrtfinale 3 ???,EP
23.09.,21:00,Arena Premium 2,Odbojka,četvrtfinale 4 ???,EP
24.09.,10:00,Arena Premium 1,Mali fudbal,Stari Grad,ARENINA LIGA ŠAMPIONA
24.09.,10:30,Adrenalin,Moto Sport,Azerbejdžan: Trening 1,FORMULA 1
24.09.,12:00,Adrenalin,Moto Sport,Azerbejdžan: Kvalifikacije 1,FORMULA 2
24.09.,12:30,Adrenalin,Moto Sport,Azerbejdžan: Kvalifikacije 2,FORMULA 2
24.09.,14:00,Adrenalin,Moto Sport,Azerbejdžan: Trening 2,FORMULA 1
24.09.,16:00,Arena Premium 1,Fudbal,"Srbija - Bugarska, Turnir „Stevan Vilotić Ćele“",PRIJATELJSKE UTAKMICE
24.09.,16:00,Arena Sport 1,Fudbal 3x3,MTS Karavan 3x3 - Paraćin,Arena Karavan
24.09.,18:00,Arena Premium 2,Košarka,Dubai - Real Madrid,EVROLIGA
24.09.,18:00,Arena Premium 3,Košarka,Hapoel Tel Aviv - Bayern,EVROLIGA
24.09.,20:00,Arena Premium 1,Košarka,Crvena zvezda - Zalgiris,EVROLIGA
24.09.,20:15,Arena Premium 4,Košarka,Panathinaikos - Paris,EVROLIGA
24.09.,20:30,Arena Premium 5,Košarka,Baskonia - Olympiacos,EVROLIGA
24.09.,20:30,Arena Sport 1,Košarka,Barcelona - Efes,EVROLIGA
24.09.,20:45,Arena Premium 2,Fudbal,Srbija - Grčka,UEFA LIGA NACIJA
24.09.,20:45,Arena Premium 3,Fudbal,Holandija - Nemačka,UEFA LIGA NACIJA
24.09.,20:45,Arena Sport 2,Košarka,ASVEL - Maccabi Tel Aviv,EVROLIGA
24.09.,20:45,Arena Sport 3,Fudbal,Norveška - Danska,UEFA LIGA NACIJA
24.09.,20:45,Arena Sport 4,Fudbal,Portugal - Vels,UEFA LIGA NACIJA
24.09.,20:45,Arena Sport 5,Fudbal,Austrija - Izrael,UEFA LIGA NACIJA
24.09.,23:00,Arena Premium 3,Američki fudbal,NFL Arena,NFL
25.09.,02:15,Arena Premium 1,Američki fudbal,Green Bay Packers - Atlanta Falcons,NFL
25.09.,06:15,Adrenalin,Moto Sport,Azerbejdžan: Sprint,FORMULA 2
25.09.,07:00,Arena Tenis,Tenis,Četvrtfinale 1,WTA 500 - Singapore
25.09.,09:00,Arena Tenis,Tenis,Četvrtfinale 2,WTA 500 - Singapore
25.09.,10:00,Arena Premium 1,Mali fudbal,Surčin,ARENINA LIGA ŠAMPIONA
25.09.,10:30,Adrenalin,Moto Sport,Azerbejdžan: Trening 3,FORMULA 1
25.09.,12:15,Adrenalin,Moto Sport,Azerbejdžan: Trka 1,FORMULA 2
25.09.,12:30,Arena Tenis,Tenis,Četvrtfinale 3,WTA 500 - Singapore
25.09.,13:30,Arena Sport 1,Basket 3x3,Požarevac,Moje pravo da biram sport – Sport pobeđuje
25.09.,14:00,Adrenalin,Moto Sport,Azerbejdžan: Kvalifikacije,FORMULA 1
25.09.,14:30,Arena Tenis,Tenis,Četvrtfinale 4,WTA 500 - Singapore
25.09.,16:00,Arena Premium 2,Fudbal,Srbija U18 - Rusija U18,PRIJATELJSKE UTAKMICE
25.09.,16:00,Arena Premium 4,Odbojka,polufinale 1 ???,EP
25.09.,16:00,Arena Sport 10,Fudbal,Mašinac - Milutinac,SUPERLIGA Ž
25.09.,18:00,Arena Premium 1,Fudbal,Srbija U21 - Irak U23,PRIJATELJSKE UTAKMICE
25.09.,18:00,Arena Premium 2,Fudbal,Gruzija - Severna Irska,UEFA LIGA NACIJA
25.09.,18:00,Arena Premium 3,Košarka,Budućnost - Cibona,ABA LIGA
25.09.,18:00,Arena Sport 1,Košarka,Tofas - Bandirma,TURSKA LIGA
25.09.,18:30,Arena Sport 2,Košarka,Zadar - Bosna,ABA LIGA
25.09.,18:30,Arena Sport 3,Vaterpolo,Radnički - Šabac,Regionalna vaterpolo liga
25.09.,19:00,Arena Premium 4,Košarka,Besiktas - Valencia,EVROLIGA
25.09.,19:00,Arena Sport 4,Košarka,Zenit - Uralmash,VTB LIGA
25.09.,19:45,Arena Premium 5,Košarka,Fenerbahce - Virtus Bologna,EVROLIGA
25.09.,20:00,Arena Sport 5,Košarka,Dijon - Strasbourg,FRANCUSKA LIGA
25.09.,20:45,Arena Premium 1,Košarka,Partizan - Milano,EVROLIGA
25.09.,20:45,Arena Premium 2,Fudbal,Italija - Belgija,UEFA LIGA NACIJA
25.09.,20:45,Arena Premium 3,Fudbal,Turska - Francuska,UEFA LIGA NACIJA
25.09.,20:45,Arena Sport 1,Fudbal,Poljska - Bosna i Hercegovina,UEFA LIGA NACIJA
25.09.,20:45,Arena Sport 2,Fudbal,Švedska - Rumunija,UEFA LIGA NACIJA
25.09.,20:45,Arena Sport 3,Fudbal,Crna Gora - Kipar,UEFA LIGA NACIJA
25.09.,21:00,Arena Premium 4,Odbojka,polufinale 2 ???,EP
26.09.,07:00,Arena Premium 5,Tenis,Polufinale 1,WTA 250 - Seoul
26.09.,08:00,Arena Premium 2,Basket 3x3,"Deqing, grupna faza",FIBA 3x3 World Tour
26.09.,08:30,Arena Tenis,Tenis,Polufinale 1,WTA 500 - Singapore
26.09.,09:00,Arena Premium 5,Tenis,Polufinale 2,WTA 250 - Seoul
26.09.,09:00,Adrenalin,Moto Sport,Azerbejdžan: Trka 2,FORMULA 2
26.09.,12:00,Arena Premium 1,Košarka,Turk Telekom - Karsiyaka,TURSKA LIGA
26.09.,12:00,Arena Sport 10,Fudbal,Napredak Junior - TSC,SUPERLIGA Ž
26.09.,12:15,Adrenalin,Moto Sport,Azerbejdžan: Trka,FORMULA 1
26.09.,12:30,Arena Tenis,Tenis,Polufinale 2,WTA 500 - Singapore
26.09.,13:30,Arena Sport 1,Fudbal,Crawley - Barnet,LEAGUE TWO
26.09.,15:00,Arena Premium 1,Fudbal,Slovenija - Škotska,UEFA LIGA NACIJA
26.09.,15:30,Adrenalin,Moto Sport,"Italija, Trka 1",SUPERBIKE WORLD CHAMPIONSHIP
26.09.,16:00,Arena Premium 2,Fudbal,"Srbija - Rumunija, Turnir „Stevan Vilotić Ćele“",PRIJATELJSKE UTAKMICE
26.09.,17:00,Arena Premium 5,Košarka,UNICS - Parma,VTB LIGA
26.09.,17:00,Arena Sport 2,Košarka,Cedevita Olimpija - Krka,ABA LIGA
26.09.,17:00,Arena Sport 3,Košarka,Galatasaray - Cayirova,TURSKA LIGA
26.09.,18:00,Arena Premium 2,Fudbal,Bugarska - Luksemburg,UEFA LIGA NACIJA
26.09.,18:00,Arena Premium 3,Košarka,Bilbao - Manresa,ŠPANSKA LIGA
26.09.,18:00,Arena Premium 4,Rukomet,Kiel - Flensburg,BUNDESLIGA
26.09.,18:00,Adrenalin,Obaranje ruke,Srbija - Francuska,
26.09.,18:30,Arena Premium 1,Košarka,Borac - Crvena zvezda,ABA LIGA
26.09.,18:30,Arena Sport 1,Fudbal,Oldham - Salford,LEAGUE TWO
26.09.,19:30,Arena Premium 5,MMA,,ARMMADA
26.09.,20:30,Arena Premium 4,Košarka,SC Derby - Spartak,ABA LIGA
