Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
01.02.,02:00,Arena Sport 8,Boks,Xander Zayas vs Abass Baraou,WBA WBO JM WC
01.02.,02:30,Arena Premium 1,Košarka,Houston - Dallas,NBA
01.02.,05:45,Arena Premium 2,Moto Sport,Middle East Trophy - Race 2,FORMULA REGIONAL
01.02.,05:45,Adrenalin,Moto Sport,Middle East Trophy - Race 2,FORMULA REGIONAL
01.02.,09:15,Arena Premium 2,Moto Sport,Middle East Trophy - Race 3,FORMULA REGIONAL
01.02.,09:15,Adrenalin,Moto Sport,Middle East Trophy - Race 3,FORMULA REGIONAL
01.02.,09:30,Arena Sport 7,Golf,"Bahrain Championship, dan 4",DP WORLD TOUR
01.02.,11:00,Arena Premium 2,Košarka,Merkezefendi - Efes,TURSKA LIGA
01.02.,11:00,Arena Sport 2,Odbojka,Dinamo-Metar - Dinamo Kazan,RUSKA LIGA (Ž)
01.02.,12:00,Arena Premium 1,Košarka,Mega - Crvena zvezda,ABA LIGA
01.02.,12:00,Arena Premium 3,Košarka,CSKA - UNICS,VTB LIGA
01.02.,12:00,Arena Premium 5,Košarka,Manresa - Unicaja,ŠPANSKA LIGA
01.02.,12:15,Arena Sport 3,Fudbal,Excelsior - Ajax,HOLANDSKA LIGA
01.02.,12:30,Arena Premium 4,Fudbal,Torino - Lecce,ITALIJANSKA LIGA
01.02.,13:30,Arena Sport 2,Košarka,Galatasaray - Petkim Spor,TURSKA LIGA
01.02.,14:00,Arena Premium 3,Fudbal,Real Madrid - Rayo Vallecano,ŠPANSKA LIGA
01.02.,14:00,Arena Sport 6,Košarka,Dubai - Igokea,ABA LIGA
01.02.,14:30,Arena Sport 3,Fudbal,PSV - Feynoord,HOLANDSKA LIGA
01.02.,15:00,Arena Premium 2,Fudbal,Manchester United - Fulham,ENGLESKA LIGA
01.02.,15:00,Arena Premium 4,Fudbal,Aston Villa - Brentford,ENGLESKA LIGA
01.02.,15:00,Arena Premium 5,Fudbal,Nottingham Forest - Crystal Palace,ENGLESKA LIGA
01.02.,15:00,Arena Sport 5,Fudbal,Como - Atalanta,ITALIJANSKA LIGA
01.02.,15:00,Arena Sport 7,Košarka,Aris - Panathinaikos,GRČKA LIGA
01.02.,15:00,Arena 1X2,Fudbal,Lyon - Lille,FRANCUSKA LIGA
01.02.,15:15,Arena Sport 9,Rukomet,"Island - Hrvatska, meč za 3. mesto",EVROPSKO PRVENSTVO (M)
01.02.,15:30,Arena Sport 2,Fudbal,Stuttgart - Freiburg,NEMAČKA LIGA
01.02.,16:00,Arena Sport 4,Košarka,Žreb,KUP RADIVOJA KORAĆA
01.02.,16:00,Arena Sport 6,Košarka,Milano - Brescia,ITALIJANSKA LIGA
01.02.,16:15,Arena Premium 3,Fudbal,Betis - Valencia,ŠPANSKA LIGA
01.02.,16:30,Arena Sport 3,Fudbal,Basel - Thun,ŠVAJCARSKA LIGA
01.02.,16:30,Arena Sport 8,Košarka,Paris - Boulazac,FRANCUSKA LIGA
01.02.,17:00,Arena Premium 2,Rukomet,Studio,EVROPSKO PRVENSTVO (M)
01.02.,17:15,Arena Sport 1,Fudbal,Angers - Metz,FRANCUSKA LIGA
01.02.,17:15,Arena Sport 4,Fudbal,Nice - Brest,FRANCUSKA LIGA
01.02.,17:15,Arena 1X2,Fudbal,Toulouse - Auxerre,FRANCUSKA LIGA
01.02.,17:30,Arena Premium 1,Fudbal,Tottenham - Manchester City,ENGLESKA LIGA
01.02.,17:30,Arena Premium 4,Fudbal,Borussia Dortmund - Heidenheim,NEMAČKA LIGA
01.02.,18:00,Arena Premium 2,Rukomet,"Danska - Nemačka, finale",EVROPSKO PRVENSTVO (M)
01.02.,18:00,Arena Premium 5,Fudbal,Cremonese - Inter,ITALIJANSKA LIGA
01.02.,18:00,Arena Sport 6,Fudbal,Galatasaray - Kayserispor,TURSKA LIGA
01.02.,18:00,Arena Sport 7,Odbojka,Verona - Lube,ITALIJANSKA LIGA
01.02.,18:00,Arena Sport 9,Košarka,Bayern - Ulm,NEMAČKA LIGA
01.02.,18:30,Arena Premium 3,Fudbal,Getafe - Celta,ŠPANSKA LIGA
01.02.,18:30,Arena Sport 3,Fudbal,PAOK - Panserraikos,GRČKA LIGA
01.02.,19:00,Arena Sport 2,Fudbal,Sporting - Nacional,PORTUGALSKA LIGA
01.02.,19:00,Arena Sport 5,Košarka,Virtus Bologna - Trento,ITALIJANSKA LIGA
01.02.,19:00,Arena Sport 8,Košarka,Murcia - Barcelona,ŠPANSKA LIGA
01.02.,19:45,Arena Premium 2,Rukomet,Studio,EVROPSKO PRVENSTVO (M)
01.02.,20:00,Arena Premium 1,Fudbal,AEK - Olympiacos,GRČKA LIGA
01.02.,20:00,Arena Premium 4,Košarka,Ilirija - Cedevita Olimpija,ABA LIGA
01.02.,20:45,Arena Premium 3,Fudbal,Parma - Juventus,ITALIJANSKA LIGA
01.02.,20:45,Arena Premium 5,Fudbal,Strasbourg - PSG,FRANCUSKA LIGA
01.02.,21:00,Arena Premium 2,Fudbal,Athletic - Real Sociedad,ŠPANSKA LIGA
01.02.,21:00,Arena Sport 1,Hokej,Carolina Hurricanes - Los Angeles Kings,NHL
01.02.,21:00,Arena 1X2,Fudbal,Granada - Racing,ŠPANSKA 2. LIGA
01.02.,21:30,Arena Sport 2,Fudbal,Tondela - Benfica,PORTUGALSKA LIGA
01.02.,22:00,Arena Premium 1,Košarka,Boston - Milwaukee,NBA
01.02.,22:00,Arena Sport 4,Atletika,Millrose Games,World Athletics Indoor Tour
01.02.,23:15,Arena Premium 2,Fudbal,Boca Juniors - Newells Old Boys,ARGENTINSKA LIGA
