Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
26.04.,02:00,Arena Premium 2,Fudbal,Sao Paulo - Mirassol,BRAZILSKA LIGA
26.04.,02:30,Arena Premium 1,Košarka,"Minnesota - Denver, G4",NBA
26.04.,02:30,Arena Premium 3,Fudbal,River Plate - Aldosivi,ARGENTINSKA LIGA
26.04.,06:00,Arena Premium 2,Basket 3x3,"Utsunomiya, četvrtfinala",FIBA 3x3 World Tour
26.04.,06:00,Arena Sport 8,Golf,"Volvo China Open, dan 4",DP WORLD TOUR
26.04.,08:45,Arena Premium 5,Atletika,Madrid,Maraton - Madrid
26.04.,09:05,Arena Premium 2,Basket 3x3,"Utsunomiya, polufinala i finale",FIBA 3x3 World Tour
26.04.,10:00,Arena Sport 5,Moto Sport,Kanarska Ostrva - Live Stage 4,WRC
26.04.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 5 prepodnevna sesija",ATP/WTA 1000 - Madrid
26.04.,11:00,Arena Sport 8,Tenis,"Teren 1, dan 5 prepodnevna sesija",ATP/WTA 1000 - Madrid
26.04.,11:00,Adrenalin,Moto Sport,Španija: Trka,MOTO 3
26.04.,12:00,Arena Premium 3,Košarka,"Zenit - Uralmash, G1",VTB LIGA
26.04.,12:15,Arena Premium 2,Košarka,Baskonia - Barcelona,ŠPANSKA LIGA
26.04.,12:15,Adrenalin,Moto Sport,Španija: Trka,MOTO 2
26.04.,12:30,Arena Premium 1,Fudbal,Fiorentina - Sassuolo,ITALIJANSKA LIGA
26.04.,13:00,Arena Premium 4,Fudbal,Coventry - Wrexham,CHAMPIONSHIP
26.04.,13:00,Arena Premium 5,Fudbal,Nizhny Novgorod - Spartak,RUSKA LIGA
26.04.,13:30,Arena Sport 1,Fudbal,Paderborn - Schalke,NEMAČKA 2. LIGA
26.04.,13:30,Arena Sport 2,Fudbal,Nurnberg - Magdeburg,NEMAČKA 2. LIGA
26.04.,13:30,Arena Sport 3,Moto Sport,Red Bull Ring: Trka 2,DTM
26.04.,14:00,Arena Premium 3,Fudbal,Rayo Vallecano - Real Sociedad,ŠPANSKA LIGA
26.04.,14:00,Arena Sport 5,Moto Sport,Kanarska Ostrva - Live Stage 5,WRC
26.04.,14:00,Adrenalin,Moto Sport,Španija: Trka,MOTO GP
26.04.,14:00,Arena 1X2,Fudbal,Basel - Sion,ŠVAJCARSKA LIGA
26.04.,14:30,Arena Sport 6,Fudbal,Rapid - Salzburg,AUSTRIJSKA LIGA
26.04.,14:30,Arena Sport 7,Košarka,Trabzonspor - Galatasaray,TURSKA LIGA
26.04.,15:00,Arena Premium 4,Fudbal,Lorient - Strasbourg,FRANCUSKA LIGA
26.04.,15:00,Arena Premium 5,Fudbal,Genoa - Como,ITALIJANSKA LIGA
26.04.,15:30,Arena Sport 2,Fudbal,Stuttgart - Werder Bremen,NEMAČKA LIGA
26.04.,16:00,Arena Premium 3,Fudbal,Chelsea - Leeds,FA CUP
26.04.,16:00,Arena Sport 1,Košarka,Venezia - Milano,ITALIJANSKA LIGA
26.04.,16:00,Arena Sport 3,Fudbal,Krasnodar - Dynamo Makhachkala,RUSKA LIGA
26.04.,16:00,Arena Sport 4,Rukomet,CSM Bucuresti - Esbjerg,EHF LIGA ŠAMPIONA (Ž)
26.04.,16:00,Arena Sport 5,Fudbal,Sonderjyske - Brondby,DANSKA LIGA
26.04.,16:00,Arena Sport 9,Fudbal,Rijeka - Hajduk,HRVATSKA LIGA
26.04.,16:15,Arena Premium 2,Fudbal,Oviedo - Elche,ŠPANSKA LIGA
26.04.,16:30,Arena 1X2,Fudbal,Young Boys - St.Gallen,ŠVAJCARSKA LIGA
26.04.,16:40,Adrenalin,Moto Sport,Spielberg - Trka 3,FORMULA REGIONAL
26.04.,17:00,Arena Premium 5,Fudbal,Sturm - Austria,AUSTRIJSKA LIGA
26.04.,17:15,Arena Sport 7,Fudbal,Paris - Lille,FRANCUSKA LIGA
26.04.,17:30,Arena Premium 4,Fudbal,Dortmund - Freiburg,NEMAČKA LIGA
26.04.,17:30,Arena Sport 2,Fudbal,Hibernian - Hearts,ŠKOTSKA LIGA
26.04.,18:00,Arena Premium 3,Fudbal,Torino - Inter,ITALIJANSKA LIGA
26.04.,18:00,Arena Sport 4,Rukomet,Brest - Gloria Bistrita,EHF LIGA ŠAMPIONA (Ž)
26.04.,18:00,Arena Sport 5,Basket 3x3,Finale,BG U23 League
26.04.,18:30,Arena Sport 1,Fudbal,Osasuna - Sevilla,ŠPANSKA LIGA
26.04.,18:30,Arena Sport 6,Košarka,Virtus Bologna - Trieste,ITALIJANSKA LIGA
26.04.,18:30,Arena 1X2,Fudbal,Zenit - Akhmat,RUSKA LIGA
26.04.,19:00,Arena Premium 2,Košarka,"Toronto - Cleveland, G4",NBA
26.04.,19:00,Arena Premium 5,Fudbal,Galatasaray - Fenerbahce,TURSKA LIGA
26.04.,19:00,Arena Sport 3,Fudbal,Estrela Amadora - Porto,PORTUGALSKA LIGA
26.04.,19:00,Arena Sport 8,Tenis,"Teren 1, dan 5 popodnevna sesija",ATP/WTA 1000 - Madrid
26.04.,20:00,Arena Premium 4,Košarka,Borac - Mega,ABA LIGA
26.04.,20:00,Arena Tenis,Tenis,"Centralni teren, dan 5 popodnevna sesija",ATP/WTA 1000 - Madrid
