Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
17.08.,00:30,Arena Premium 3,Fudbal,Corinthians - Cruzeiro,BRAZILSKA LIGA
17.08.,01:00,Arena Premium 5,Tenis,"Teren 1, dan 3, popodnevna sesija",ATP/WTA 1000 - Cincinnati
17.08.,01:00,Arena Tenis,Tenis,"Centralni teren, dan 3, popodnevna sesija",ATP/WTA 1000 - Cincinnati
17.08.,17:00,Arena Premium 5,Tenis,"Teren 1, dan 4, prepodnevna sesija",ATP/WTA 1000 - Cincinnati
17.08.,17:00,Arena Tenis,Tenis,"Centralni teren, dan 4, prepodnevna sesija",ATP/WTA 1000 - Cincinnati
17.08.,18:00,Arena Premium 3,Fudbal,Pisa - Empoli,ITALIJANSKI KUP
17.08.,18:30,Arena Premium 2,Fudbal,Sassuolo - Cesena,ITALIJANSKI KUP
17.08.,19:00,Arena Premium 4,Fudbal,Brøndby - Sønderjyske,DANSKA LIGA
17.08.,20:45,Arena Premium 2,Fudbal,Cremonese - Sampdoria,ITALIJANSKI KUP
17.08.,21:00,Arena Premium 3,Fudbal,Deportivo - Elche,ŠPANSKA LIGA
17.08.,21:15,Arena Premium 4,Fudbal,Palermo - Lecce,ITALIJANSKI KUP
17.08.,22:00,Arena Sport 2,Fudbal,Lanus - Independiente,ARGENTINSKA LIGA
18.08.,01:00,Arena Premium 5,Tenis,"Teren 1, dan 4, popodnevna sesija",ATP/WTA 1000 - Cincinnati
18.08.,01:00,Arena Tenis,Tenis,"Centralni teren, dan 4, popodnevna sesija",ATP/WTA 1000 - Cincinnati
18.08.,16:30,Arena Premium 4,Rukomet,Vardar - Olympiacos,OHRID 2026
18.08.,17:00,Arena Premium 5,Tenis,"Teren 1, dan 5, prepodnevna sesija",ATP/WTA 1000 - Cincinnati
18.08.,17:00,Arena Tenis,Tenis,"Centralni teren, dan 5, prepodnevna sesija",ATP/WTA 1000 - Cincinnati
18.08.,18:45,Arena Premium 4,Rukomet,Ohrid - Egipat U20,OHRID 2026
18.08.,21:00,Arena Premium 1,Fudbal,Fenerbahce - Lyon,UEFA LIGA ŠAMPIONA - Kvalifikacije
18.08.,21:00,Arena Premium 2,Fudbal,Levski - AEK,UEFA LIGA ŠAMPIONA - Kvalifikacije
18.08.,21:00,Arena Premium 3,Fudbal,Dinamo - Viking,UEFA LIGA ŠAMPIONA - Kvalifikacije
18.08.,21:00,Arena Premium 4,Rukomet,Vojvodina - Zagreb,OHRID 2026
19.08.,00:00,Arena Premium 1,Fudbal,Independiente Rivadavia - Fluminense,COPA LIBERTADORES
19.08.,00:00,Arena Premium 2,Fudbal,Recoleta - Boca Juniors,COPA SUDAMERICANA
19.08.,01:00,Arena Premium 5,Tenis,"Teren 1, dan 5, popodnevna sesija",ATP/WTA 1000 - Cincinnati
19.08.,01:00,Arena Tenis,Tenis,"Centralni teren, dan 5, popodnevna sesija",ATP/WTA 1000 - Cincinnati
19.08.,02:30,Arena Premium 1,Fudbal,Universidad Catolica - Estudiantes,COPA LIBERTADORES
19.08.,16:30,Arena Premium 4,Rukomet,Zagreb - Egipat U20,OHRID 2026
19.08.,17:00,Arena Tenis,Tenis,"Centralni teren, dan 6, prepodnevna sesija",ATP/WTA 1000 - Cincinnati
19.08.,17:00,Arena Sport 1,Tenis,"Teren 1, dan 6",ATP/WTA 1000 - Cincinnati
19.08.,18:30,Arena Sport 2,Bejzbol,Detroit Tigers - Pittsburgh Pirates,Major League Baseball
19.08.,18:45,Arena Premium 4,Rukomet,Ohrid - Vojvodina,OHRID 2026
19.08.,21:00,Arena Premium 1,Fudbal,NEC - Bodo/Glimt,UEFA LIGA ŠAMPIONA - Kvalifikacije
19.08.,21:00,Arena Premium 2,Fudbal,Celtic - LASK,UEFA LIGA ŠAMPIONA - Kvalifikacije
19.08.,21:00,Arena Premium 3,Fudbal,Slovan - Celje,UEFA LIGA ŠAMPIONA - Kvalifikacije
19.08.,21:00,Arena Premium 4,Fudbal,Hapoel Be'er Sheva - Sabah,UEFA LIGA ŠAMPIONA - Kvalifikacije
19.08.,21:00,Arena Premium 5,Fudbal,Atletico Madrid - Malaga,ŠPANSKA LIGA
19.08.,21:00,Arena Sport 5,Rukomet,Nexe - Trimo Trebnje ,OHRID 2026
20.08.,00:00,Arena Premium 1,Fudbal,Cerro Porteno - Palmeiras,COPA LIBERTADORES
20.08.,01:00,Arena Tenis,Tenis,"Centralni teren, dan 6, popodnevna sesija",ATP/WTA 1000 - Cincinnati
20.08.,02:30,Arena Premium 1,Fudbal,Flamengo - Cruzeiro,COPA LIBERTADORES
20.08.,02:30,Arena Premium 2,Fudbal,Independiente Santa Fe - River Plate,COPA SUDAMERICANA
20.08.,16:30,Arena Sport 5,Rukomet,Vojvodina - Egipat U20,OHRID 2026
20.08.,17:00,Arena Premium 1,Fudbal,Kairat - Anderlecht,UEFA LIGA EVROPE - Kvalifikacije
20.08.,18:45,Arena Sport 5,Rukomet,Olympiacos - Trimo Trebnje,OHRID 2026
20.08.,19:00,Arena Premium 1,Fudbal,Arena sa terena,UEFA Liga Evrope - Kvalifikacije
20.08.,19:00,Arena Tenis,Tenis,"Centralni teren, dan 7, prepodnevna sesija",ATP/WTA 1000 - Cincinnati
20.08.,20:00,Arena Premium 1,Fudbal,Crvena Zvezda - Viktoria Plzen,UEFA LIGA EVROPE - Kvalifikacije
20.08.,20:00,Arena Premium 3,Košarka,Srbija - Francuska,PRIJATELJSKA UTAKMICA
20.08.,20:00,Arena Sport 3,Fudbal,Twente - Qarabag,UEFA LIGA KONFERENCIJA - Kvalifikacije
20.08.,21:00,Arena Premium 2,Fudbal,Getafe - Partizan,UEFA LIGA KONFERENCIJA - Kvalifikacije
20.08.,21:00,Arena Sport 4,Fudbal,Rayo Vallecano - Alaves,ŠPANSKA LIGA
20.08.,21:00,Arena Sport 5,Rukomet,Vardar - Nexe,OHRID 2026
20.08.,21:00,Arena 1X2,Fudbal,Sheffield Wednesday - Bradford,LEAGUE ONE
20.08.,22:00,Arena Premium 1,Fudbal,Arena sa terena,UEFA Liga Evrope - Kvalifikacije
21.08.,00:00,Arena Premium 1,Fudbal,Quito - Mirassol,COPA LIBERTADORES
21.08.,01:00,Arena Tenis,Tenis,"Centralni teren, dan 7, popodnevna sesija",ATP/WTA 1000 - Cincinnati
21.08.,02:00,Arena Premium 1,Američki fudbal,Houston Texans - Las Vegas Raiders,NFL
21.08.,02:30,Arena Premium 2,Fudbal,Corinthians - Rosario,COPA LIBERTADORES
21.08.,11:00,Arena Sport 5,Pikado,Dan 1 - osmina finala,Australia Darts Master
21.08.,12:30,Adrenalin,Moto Sport,Holandija: Trening 1,FORMULA 1
21.08.,14:00,Arena Premium 1,Odbojka,Austrija - Srbija,EVROPSKO PRVENSTVO (Ž)
21.08.,14:00,Arena Premium 2,Fudbal,Wehen - Bayer Leverkusen,NEMAČKI KUP
21.08.,16:00,Arena Premium 4,Odbojka,Hrvatska - Italija,EVROPSKO PRVENSTVO (Ž)
