Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
02.05.,01:00,Arena Premium 1,Hokej,"Montreal Canadiens - Tampa Bay Lightning, G6",NHL
02.05.,04:00,Arena Premium 2,Basket 3x3,"Čengdu, grupna faza",FIBA 3x3 World Tour
02.05.,12:00,Arena Sport 5,Košarka,Galatasaray - Manisa,TURSKA LIGA
02.05.,12:30,Arena Sport 8,Golf,"Turkish Airlines Open, dan 3",DP WORLD TOUR
02.05.,13:00,Arena Premium 4,Fudbal,Dresden - Kaiserslautern,NEMAČKA 2. LIGA
02.05.,13:00,Arena Premium 5,Fudbal,Arminia Bielefeld - Bochum,NEMAČKA 2. LIGA
02.05.,13:00,Arena Sport 3,Košarka,"MBA - Unics, G3",VTB LIGA
02.05.,13:00,Arena Sport 4,Fudbal,Dynamo Makhachkala - Rostov,RUSKA LIGA
02.05.,13:30,Arena Premium 1,Fudbal,Ipswich - QPR,CHAMPIONSHIP
02.05.,13:30,Arena Premium 3,Fudbal,Millwall - Oxford,CHAMPIONSHIP
02.05.,13:30,Arena Sport 2,Fudbal,Wrexham - Middlesbrough,CHAMPIONSHIP
02.05.,13:45,Arena Sport 1,Basket 3x3,"Čengdu, grupna faza",FIBA 3x3 World Tour
02.05.,14:00,Arena Premium 2,Fudbal,Villarreal - Levante,ŠPANSKA LIGA
02.05.,14:00,Arena Tenis,Tenis,ATP dubl - FINALE,ATP/WTA 1000 - Madrid
02.05.,14:00,Arena Sport 10,Fudbal,Crvena zvezda - Vojvodina,SUPERLIGA Ž
02.05.,14:30,Arena Sport 6,Košarka,Mersin - Efes,TURSKA LIGA
02.05.,15:00,Arena Premium 4,Fudbal,Udinese - Torino,ITALIJANSKA LIGA
02.05.,15:00,Arena 1X2,Fudbal,Nantes - Marseille,FRANCUSKA LIGA
02.05.,15:30,Arena Premium 3,Fudbal,Bayern - Heidenheim,NEMAČKA LIGA
02.05.,15:30,Arena Premium 5,Fudbal,Multiprenos,NEMAČKA LIGA
02.05.,15:30,Arena Sport 3,Fudbal,Hoffenheim - Stuttgart,NEMAČKA LIGA
02.05.,15:30,Arena Sport 4,Fudbal,Werder Bremen - Augsburg,NEMAČKA LIGA
02.05.,15:30,Arena Sport 5,Fudbal,Frankfurt - HSV,NEMAČKA LIGA
02.05.,16:00,Arena Premium 1,Fudbal,Newcastle - Brighton,ENGLESKA LIGA
02.05.,16:00,Arena Premium 2,Fudbal,Brentford - West Ham,ENGLESKA LIGA
02.05.,16:00,Arena Sport 2,Fudbal,Wolverhampton - Sunderland,ENGLESKA LIGA
