Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
05.05.,02:00,Arena Premium 1,Košarka,"New York - Philadelphia, G1",NBA
05.05.,03:40,Arena Premium 2,Bejzbol,Atlanta Braves - Seattle Mariners,Major League Baseball
05.05.,10:00,Arena Premium 1,Mali fudbal,Novi Beograd,ARENINA LIGA ŠAMPIONA
05.05.,17:45,Arena Premium 3,Košarka,Mega - FMP,KLS
05.05.,17:45,Arena Sport 10,Košarka,Mega - FMP,KLS
05.05.,18:00,Arena Premium 1,Košarka,"Hapoel Tel Aviv - Real Madrid, G3",EVROLIGA
05.05.,18:45,Arena Premium 4,Košarka,"Budućnost - Cluj, G1",ABA LIGA
05.05.,18:45,Arena Premium 5,Rukomet,Hannover-Burgdorf -  Flensburg,EHF LIGA EVROPE
05.05.,19:30,Arena Sport 2,Fudbal,"Besiktas - Konyaspor, polufinale 1",TURSKI KUP
05.05.,19:45,Arena Premium 2,Košarka,"Monaco - Olympiacos, G3",EVROLIGA
05.05.,20:00,Arena Premium 3,Košarka,Asvel - Bourg,FRANCUSKA LIGA
05.05.,20:45,Arena Premium 4,Rukomet,Vardar - Montpellier,EHF LIGA EVROPE
05.05.,20:45,Arena Premium 5,Rukomet,Porto - Melsungen,EHF LIGA EVROPE
05.05.,20:45,Arena Sport 1,Rukomet,Kiel - Nexe,EHF LIGA EVROPE
05.05.,21:00,Arena Premium 1,Fudbal,"Arsenal - Atletico, polufinale G2",UEFA LIGA ŠAMPIONA
06.05.,00:00,Arena Premium 2,Fudbal,Sporting Cristal - Palmeiras,COPA LIBERTADORES
06.05.,02:00,Arena Premium 2,Fudbal,Barcelona - Boca Juniors,COPA LIBERTADORES
06.05.,02:30,Arena Premium 1,Košarka,"Oklahoma - LA Lakers, G1",NBA
06.05.,10:00,Arena Premium 1,Mali fudbal,Novi Beograd,ARENINA LIGA ŠAMPIONA
06.05.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 1 prepodnevna sesija",ATP/WTA 1000 - Rome
06.05.,18:30,Arena Sport 5,Hokej,"Lokomotiv - Avangard, PF1 G7",KHL
06.05.,18:45,Arena Premium 5,Rukomet,Fuchse Berlin - Veszprem,EHF LIGA ŠAMPIONA
06.05.,19:00,Arena Premium 2,Košarka,"Zalgiris - Fenerbahce, G3",EVROLIGA
06.05.,19:00,Arena Premium 4,Košarka,"Dubai - Spartak, G1",ABA LIGA
06.05.,19:00,Arena Tenis,Tenis,"Centralni teren, dan 1 popodnevna sesija",ATP/WTA 1000 - Rome
06.05.,19:15,Arena Sport 3,Bejzbol,Milwaukee Brewers - St. Louis Cardinals,Major League Baseball
