"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"08.08.","00:00","Arena 1 Premium","Fudbal","San Lorenzo - Velez","ARGENTINSKA LIGA"
"08.08.","00:00","Arena Tenis","Tenis","Montreal - Finale","WTA Masters - Montreal"
"08.08.","01:30","Arena 5 Premium","Tenis","Toronto - finale singla","ATP Masters - Toronto"
"08.08.","02:30","Arena Tenis","Tenis","Montreal - Finale dubla","WTA Masters - Montreal"
"08.08.","14:00","Arena Sport 5","Košarka","Valencia - Tenerife, polufinale G2","ŠPANSKA LIGA"
"08.08.","17:00","Arena Tenis","Tenis","Grandstand Court - Dan 2, ATP meč 1","Masters - Cincinnati"
"08.08.","18:00","Arena 4 Premium","Fudbal","Copenhagen - AGF","DANSKA LIGA"
"08.08.","18:00","Arena 5 Premium","Fudbal","Korona - Radomiak","POLJSKA LIGA"
"08.08.","18:30","Arena 1 Premium","Fudbal","Nurnberg - Darmstadt","NEMAČKA 2. LIGA"
"08.08.","19:00","Arena 3 Premium","Fudbal","Dynamo Makhachkala - Akron","RUSKA LIGA"
"08.08.","19:00","Arena Tenis","Tenis","Center Court - Dan 2, ATP meč 2","Masters - Cincinnati"
"08.08.","19:00","Arena Sport 1","Tenis","Kecmanović - Quinn","Masters - Cincinnati"
"08.08.","20:30","Arena 1 Premium","Fudbal","Gaziantep - Galatasaray","TURSKA LIGA"
"08.08.","20:30","Arena 2 Premium","Fudbal","Newcastle Utd - Espanyol","PRIJATELJSKE UTAKMICE"
"08.08.","20:30","Arena 5 Premium","Fudbal","Gornik - Bruk-Bet Termalica","POLJSKA LIGA"
"08.08.","21:00","Arena 4 Premium","Fudbal","Birmingham - Ipswich","CHAMPIONSHIP"
"08.08.","21:00","Arena Tenis","Tenis","Center Court - Dan 2, ATP meč 3","Masters - Cincinnati"
"08.08.","21:00","Arena Sport 1","Tenis","Međedović - Kovačević","Masters - Cincinnati"
"08.08.","21:15","Arena 3 Premium","Fudbal","Casa Pia - Sporting","PORTUGALSKA LIGA"
"09.08.","01:00","Arena Tenis","Tenis","Grandstand Court - Dan 2, ATP meč 4","Masters - Cincinnati"
"09.08.","03:00","Arena Tenis","Tenis","Center Court - Dan 2, ATP meč 5","Masters - Cincinnati"
"09.08.","12:30","Arena 1 Premium","Fudbal","Krylya Sovetov - Baltika","RUSKA LIGA"
"09.08.","13:00","Arena 2 Premium","Fudbal","Fortuna Dusseldorf - Hannover","NEMAČKA 2. LIGA"
"09.08.","13:30","Arena 3 Premium","Fudbal","Southampton - Wrexham","CHAMPIONSHIP"
"09.08.","14:00","Arena 5 Premium","Fudbal","Guingamp - Le Mans","FRANCUSKA 2. LIGA"
"09.08.","14:45","Arena 1 Premium","Fudbal","CSKA - Rubin","RUSKA LIGA"
"09.08.","16:00","Arena 3 Premium","Fudbal","Stoke City - Derby","CHAMPIONSHIP"
"09.08.","16:00","Arena 4 Premium","Fudbal","West Ham - Lille","PRIJATELJSKE UTAKMICE"
"09.08.","16:00","Arena 5 Premium","Fudbal","Everton - Roma","PRIJATELJSKE UTAKMICE"
"09.08.","17:00","Arena 1 Premium","Fudbal","Lokomotiv - Spartak","RUSKA LIGA"
"09.08.","17:00","Arena 2 Premium","Fudbal","Newcastle Utd - Atletico Madrid","PRIJATELJSKE UTAKMICE"
"09.08.","17:00","Arena Tenis","Tenis","Center Court - Dan 3, prvi deo","Masters - Cincinnati"
"09.08.","17:00","Arena Sport 1","Tenis","Grandstand Court - Dan 3, prvi deo","Masters - Cincinnati"
"09.08.","17:30","Arena Sport 3","Fudbal","Arka - Pogon","POLJSKA LIGA"
"09.08.","18:00","Arena Sport 7","Basket 3x3","BG League - VI stop","BG League"
"09.08.","18:30","Arena 3 Premium","Fudbal","Sheffield Utd - Bristol","CHAMPIONSHIP"
