"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"16.08.","01:00","Arena Tenis","Tenis","Cincinnati - ATP četvrtfinale 4","Masters - Cincinnati"
"16.08.","03:00","Arena Tenis","Tenis","Cincinnati - WTA četvrtfinale 4","Masters - Cincinnati"
"16.08.","08:40","Adrenalin","Moto Sport","Austrija: Slobodan Trening 2","MOTO 3"
"16.08.","09:25","Adrenalin","Moto Sport","Austrija: Slobodan Trening 2","MOTO 2"
"16.08.","10:10","Adrenalin","Moto Sport","Austrija: Slobodan Trening 2","MOTO GP"
"16.08.","10:50","Adrenalin","Moto Sport","Austrija: Kvalifikacije 1","MOTO GP"
"16.08.","11:15","Adrenalin","Moto Sport","Austrija: Kvalifikacije 2","MOTO GP"
"16.08.","12:15","Adrenalin","Moto Sport","Austrija: Trka 1","MOTO E"
"16.08.","12:50","Adrenalin","Moto Sport","Austrija: Kvalifikacije 1","MOTO 3"
"16.08.","13:00","Arena 5 Premium","Fudbal","Pirmasens - HSV","NEMAČKI KUP"
"16.08.","13:15","Adrenalin","Moto Sport","Austrija: Kvalifikacije 2","MOTO 3"
"16.08.","13:30","Arena 1 Premium","Fudbal","Aston Villa - Newcastle","ENGLESKA LIGA"
"16.08.","13:30","Arena 2 Premium","Fudbal","Wrexham - West Brom","CHAMPIONSHIP"
"16.08.","13:45","Adrenalin","Moto Sport","Austrija: Kvalifikacije 1","MOTO 2"
"16.08.","14:00","Arena 3 Premium","Fudbal","Baltika - Lokomotiv","RUSKA LIGA"
"16.08.","14:00","Arena 4 Premium","Fudbal","Reims - Guingamp","FRANCUSKA 2. LIGA"
"16.08.","14:10","Adrenalin","Moto Sport","Austrija: Kvalifikacije 2","MOTO 2"
"16.08.","14:45","Arena Sport 1x2","Fudbal","Motor - Piast","POLJSKA LIGA"
"16.08.","15:00","Adrenalin","Moto Sport","Austrija: Sprint","MOTO GP"
"16.08.","15:30","Arena Sport 3","Fudbal","Sandhausen - Leipzig","NEMAČKI KUP"
"16.08.","16:00","Arena 1 Premium","Fudbal","Multiprenos","ENGLESKA LIGA"
"16.08.","16:00","Arena 3 Premium","Fudbal","Brighton - Fulham","ENGLESKA LIGA"
"16.08.","16:00","Arena 4 Premium","Fudbal","Sunderland - West Ham","ENGLESKA LIGA"
"16.08.","16:00","Arena 5 Premium","Fudbal","Tottenham - Burnley","ENGLESKA LIGA"
"16.08.","16:00","Arena Sport 1","Fudbal","Blackburn - Birmingham","CHAMPIONSHIP"
"16.08.","16:00","Arena Sport 6","Atletika","Silesia","DIJAMANTSKA LIGA"
"16.08.","16:10","Adrenalin","Moto Sport","Austrija: Trka 2","MOTO E"
"16.08.","16:30","Arena 2 Premium","Fudbal","Spartak - Zenit","RUSKA LIGA"
"16.08.","16:40","Arena Sport 4","Basket 3x3","Lausanne, četvrtfinala, polufinala i finale","FIBA 3x3 World Tour"
