"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"04.12.","01:00","Arena Premium 2","Hokej","New Jersey Devils - Dallas Stars","NHL"
"04.12.","01:30","Arena Premium 1","Fudbal","Atletico MG - Palmeiras","BRAZILSKA LIGA"
"04.12.","11:00","Arena Sport 2","Klizanje","Grand Prix Final: Parovi - kratki program","ISU GRAND PRIX"
"04.12.","12:15","Arena Sport 2","Klizanje","Grand Prix Final: Muškarci - kratki program","ISU GRAND PRIX"
"04.12.","13:20","Arena Sport 2","Klizanje","Grand Prix Final: Plesni parovi - Rhythm Dance","ISU GRAND PRIX"
"04.12.","15:30","Arena Premium 1","Rukomet","Srbija - Farska Ostrva","Svetsko Prvenstvo za Žene"
"04.12.","17:00","Arena Premium 5","Košarka","Bahcesehir - Neptunas","EVROKUP"
"04.12.","18:00","Arena Premium 4","Fudbal","Bologna - Parma","ITALIJANSKI KUP"
"04.12.","18:00","Arena Sport 7","Rukomet","Crna Gora - Nemačka","Svetsko Prvenstvo za Žene"
"04.12.","18:00","Arena Sport 9","Odbojka","Novara - Fenerbahce","LIGA ŠAMPIONA Ž"
"04.12.","18:15","Arena Premium 3","Košarka","Efes - Real Madrid","EVROLIGA"
"04.12.","18:30","Arena Sport 6","Košarka","Cedevita Olimpija - Slask","EVROKUP"
"04.12.","19:00","Arena Sport 2","Košarka","Zalgiris - Maccabi Tel Aviv","EVROLIGA"
"04.12.","19:00","Arena Sport 3","Košarka","Igokea - Zenit","VTB KUP"
"04.12.","19:00","Arena Sport 4","Košarka","Chemnitz - Turk Telekom","EVROKUP"
"04.12.","19:00","Arena Sport 5","Rukomet","Lemgo - Flensburg","BUNDESLIGA"
"04.12.","19:00","Arena Sport 8","Košarka","Aris - Cluj","EVROKUP"
"04.12.","19:30","Arena Premium 5","Košarka","Monaco - Paris","EVROLIGA"
"04.12.","20:00","Arena Sport 1","Košarka","Hapoel Tel Aviv - ASVEL","EVROLIGA"
"04.12.","20:00","Arena Sport 9","Košarka","Hapoel Jerusalem - Venezia","EVROKUP"
"04.12.","20:15","Arena Premium 3","Košarka","Olympiacos - Fenerbahce","EVROLIGA"
"04.12.","20:30","Arena Sport 7","Rukomet","Španija - Island","Svetsko Prvenstvo za Žene"
"04.12.","20:45","Arena Premium 2","Košarka","Partizan - Bayern","EVROLIGA"
"04.12.","20:45","Arena Sport 5","Rukomet","Magdeburg - Szeged","EHF LIGA ŠAMPIONA"
"04.12.","21:00","Arena Premium 1","Fudbal","Manchester United - West Ham","ENGLESKA LIGA"
"04.12.","21:00","Arena Premium 4","Fudbal","Lazio - Milan","ITALIJANSKI KUP"
"04.12.","21:00","Arena Sport 2","Fudbal","Sant Andreu - Celta","ŠPANSKI KUP"
"04.12.","21:00","Arena Sport 3","Fudbal","Extremadura - Sevilla","ŠPANSKI KUP"
"04.12.","21:00","Arena Sport 4","Fudbal","Cartagena - Valencia","ŠPANSKI KUP"
"04.12.","23:30","Arena Premium 4","Fudbal","Cruzeiro - Botafogo","BRAZILSKA LIGA"
"04.12.","23:45","Arena Premium 2","Američki fudbal","Američki fudbal: NFL Arena","NFL"
"05.12.","01:30","Arena Premium 1","Košarka","Toronto - LA Lakers","NBA"
"05.12.","02:15","Arena Premium 2","Američki fudbal","Detroit Lions - Dallas Cowboys","NFL"
"05.12.","06:00","Arena Sport 4","Fudbal","Crvena zvezda - FCSB","UEFA LIGA EVROPE"
"05.12.","10:30","Adrenalin","Moto Sport","Abu Dhabi: Trening 1","FORMULA 1"
"05.12.","11:35","Arena Sport 2","Klizanje","Grand Prix Final: Parovi - slobodni program","ISU GRAND PRIX"
