"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"11.11.","01:30","Arena 1 Premium","Košarka","Miami - Cleveland","NBA"
"11.11.","02:15","Arena 2 Premium","Američki fudbal","Green Bay Packers - Philadelphia Eagles","NFL"
"11.11.","11:30","Arena Tenis","Tenis","Turin - Afternoon Session, doubles","ATP Finals - Turin"
"11.11.","14:00","Arena Tenis","Tenis","Turin - Afternoon Session, singles","ATP Finals - Turin"
"11.11.","17:00","Arena 1 Premium","Košarka","Dubai - Crvena zvezda","EVROLIGA"
"11.11.","17:00","Arena 5 Premium","Fudbal","Srbija - Malta","UEFA U17"
"11.11.","18:00","Arena Tenis","Tenis","Turin - Evening Session , doubles","ATP Finals - Turin"
"11.11.","18:45","Arena 3 Premium","Rukomet","Partizan - Ademar","EHF LIGA EVROPE"
"11.11.","18:45","Arena 4 Premium","Rukomet","Kristianstad - Vardar","EHF LIGA EVROPE"
"11.11.","18:45","Arena Sport 2","Rukomet","Sesvete - Toulouse","EHF LIGA EVROPE"
"11.11.","19:00","Arena 2 Premium","Košarka","Aris - Bahcesehir","EVROKUP"
"11.11.","19:00","Arena Sport 3","Košarka","Igokea - Uralmash","VTB KUP"
"11.11.","19:00","Arena Sport 4","Košarka","Ulm - Bourg","EVROKUP"
"11.11.","20:00","Arena 5 Premium","Košarka","Fenerbahce - Maccabi Tel Aviv","EVROLIGA"
"11.11.","20:05","Arena Sport 1","Košarka","Hapoel Tel Aviv - Baskonia","EVROLIGA"
"11.11.","20:30","Arena 1 Premium","Košarka","Partizan - Monaco","EVROLIGA"
"11.11.","20:30","Arena 3 Premium","Košarka","Valencia - Real Madrid","EVROLIGA"
"11.11.","20:30","Arena 4 Premium","Košarka","Virtus Bologna - Efes","EVROLIGA"
"11.11.","20:30","Arena Tenis","Tenis","Turin - Evening Session , singles","ATP Finals - Turin"
"11.11.","20:30","Arena Sport 2","Vaterpolo","Novi Beograd - Jadran","Liga šampiona"
"11.11.","20:30","Arena Sport 6","Vaterpolo","Pro Recco - Jadran ST","Liga šampiona"
"11.11.","20:45","Arena Sport 5","Rukomet","Nexe - Kadetten","EHF LIGA EVROPE"
"11.11.","21:00","Arena 2 Premium","Košarka","Paris - Panathinaikos","EVROLIGA"
"11.11.","21:00","Arena Sport 3","Košarka","Tenerife - Tofas","FIBA LIGA ŠAMPIONA"
"12.11.","05:00","Arena 1 Premium","Košarka","Sacramento - Denver","NBA"
"12.11.","10:00","Arena 1 Premium","Mali fudbal","Novi Beograd","ARENINA LIGA ŠAMPIONA"
"12.11.","11:30","Arena Tenis","Tenis","Turin - Afternoon Session, doubles","ATP Finals - Turin"
