"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"22.10.","01:00","Arena 4 Premium","Hokej","Ottawa Senators - Edmonton Oilers","NHL"
"22.10.","01:30","Arena 1 Premium","Košarka","Oklahoma - Houston","NBA"
"22.10.","02:30","Arena 2 Premium","Fudbal","Independiente - Atletico MG, polufinale 1","COPA SUDAMERICANA"
"22.10.","04:00","Arena 1 Premium","Košarka","LA Lakers - Golden State","NBA"
"22.10.","10:00","Arena 1 Premium","Mali fudbal","Novi Beograd","ARENINA LIGA ŠAMPIONA"
"22.10.","13:30","Arena Tenis","Tenis","Centralni teren, dan 3","ATP 500 - Vienna"
"22.10.","17:00","Arena Sport 4","Odbojka","VC Strumica - Dinamo Bucuresti","LIGA ŠAMPIONA"
"22.10.","17:00","Arena Sport 5","Rukomet","Jagodina - Mladost NP","SUPERLIGA SRBIJE Ž"
"22.10.","18:00","Arena 3 Premium","Košarka","Bahcesehir - Cedevita Olimpija","EVROKUP"
"22.10.","18:00","Arena 4 Premium","Košarka","Cluj - Venezia","EVROKUP"
"22.10.","18:00","Arena 5 Premium","Košarka","UNICS - Avtodor","VTB LIGA"
"22.10.","18:00","Arena Sport 7","Odbojka","Zenit - Dinamo-LO","RUSKA LIGA"
"22.10.","18:00","Arena Sport 10","Košarka","Borac Banja Luka - Helios","ABA2 LIGA"
"22.10.","18:45","Arena 1 Premium","Fudbal","Athletic  - Qarabag","UEFA LIGA ŠAMPIONA"
"22.10.","18:45","Arena 2 Premium","Fudbal","Galatasaray - Bodo/Glimt","UEFA LIGA ŠAMPIONA"
"22.10.","18:45","Arena Sport 6","Rukomet","Zagreb  - Szeged","EHF LIGA ŠAMPIONA"
"22.10.","19:00","Arena Sport 1","Košarka","Budućnost - Panionios","EVROKUP"
"22.10.","19:00","Arena Sport 2","Košarka","Chemnitz - London Lions","EVROKUP"
"22.10.","19:00","Arena Sport 3","Fudbal","Konyaspor - Besiktas","TURSKA LIGA"
"22.10.","19:30","Arena Sport 8","Košarka","Bourg - Lietkabelis","EVROKUP"
"22.10.","20:00","Arena 4 Premium","Košarka","Maccabi Tel Aviv - Real Madrid","EVROLIGA"
"22.10.","20:00","Arena Sport 4","Odbojka","Janta Volej - Gacko","LIGA ŠAMPIONA Ž"
"22.10.","20:00","Arena Sport 9","Košarka","Trento - Turk Telekom","EVROKUP"
"22.10.","20:00","Arena Sport 10","Košarka","Sutjeska - MZT","ABA2 LIGA"
"22.10.","20:45","Arena Sport 6","Rukomet","Nantes - Aalborg","EHF LIGA ŠAMPIONA"
"22.10.","20:45","Arena Sport 7","Košarka","Joventut - Bursaspor","FIBA LIGA ŠAMPIONA"
"22.10.","21:00","Arena 1 Premium","Fudbal","Real Madrid - Juventus","UEFA LIGA ŠAMPIONA"
"22.10.","21:00","Arena 2 Premium","Fudbal","Eintracht Frankfurt - Liverpool","UEFA LIGA ŠAMPIONA"
"22.10.","21:00","Arena 3 Premium","Fudbal","Chelsea - Ajax","UEFA LIGA ŠAMPIONA"
"22.10.","21:00","Arena 5 Premium","Fudbal","Bayern - Club Brugge","UEFA LIGA ŠAMPIONA"
"22.10.","21:00","Arena Sport 1","Fudbal","Monaco - Tottenham","UEFA LIGA ŠAMPIONA"
"22.10.","21:00","Arena Sport 2","Fudbal","Sporting - Marseille","UEFA LIGA ŠAMPIONA"
"22.10.","21:00","Arena Sport 3","Fudbal","Atalanta - Slavia","UEFA LIGA ŠAMPIONA"
"22.10.","21:00","Arena Sport 5","Fudbal","Sheffield Wed - Middlesbrough","CHAMPIONSHIP"
"22.10.","21:00","Arena Sport 1x2","Fudbal","Multiprenos","UEFA LIGA ŠAMPIONA"
"23.10.","01:00","Arena 1 Premium","Košarka","New York - Cleveland","NBA"
"23.10.","02:30","Arena 2 Premium","Fudbal","Flamengo - Racing, polufinale 1","COPA LIBERTADORES"
"23.10.","03:30","Arena 1 Premium","Košarka","Dallas - San Antonio","NBA"
"23.10.","05:00","Arena Sport 8","Golf","Genesis Championship","DP WORLD TOUR 2025"
"23.10.","12:00","Arena Tenis","Tenis","Centralni teren, dan 4","ATP 500 - Vienna"
"23.10.","16:30","Arena 2 Premium","Fudbal","Feyenoord - Panathinaikos","UEFA LIGA EVROPE"
"23.10.","17:00","Arena Sport 1","Odbojka","Azzerail Baku - Radnički","LIGA ŠAMPIONA"
"23.10.","17:30","Arena 3 Premium","Američki fudbal","Američki fudbal: NFL Arena","NFL"
"23.10.","18:45","Arena 1 Premium","Fudbal","Braga - Crvena zvezda","UEFA LIGA EVROPE"
"23.10.","18:45","Arena 2 Premium","Fudbal","Fenerbahce - Stuttgart","UEFA LIGA EVROPE"
"23.10.","18:45","Arena 3 Premium","Fudbal","Salzburg - Ferencvaros","UEFA LIGA EVROPE"
"23.10.","18:45","Arena 4 Premium","Fudbal","FCSB - Bologna","UEFA LIGA EVROPE"
"23.10.","18:45","Arena 5 Premium","Fudbal","Lyon - Basel","UEFA LIGA EVROPE"
"23.10.","18:45","Arena Sport 5","Rukomet","Veszprem - Fuchse Berlin","EHF LIGA ŠAMPIONA"
