Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
12.05.,02:00,Arena Premium 1,Košarka,"Cleveland - Detroit, G4",NBA
12.05.,04:10,Arena Premium 2,Bejzbol,San Francisco Giants - Los Angeles Dodgers,Major League Baseball
12.05.,10:00,Arena Premium 1,Mali fudbal,Novi Beograd,ARENINA LIGA ŠAMPIONA
12.05.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 7 prepodnevna sesija",ATP/WTA 1000 - Rome
12.05.,11:00,Arena Sport 1,Tenis,"Teren 1, dan 7",ATP/WTA 1000 - Rome
12.05.,15:00,Arena Premium 2,Rukomet,ŽREB FINAL4 2026,LIGA ŠAMPIONA
12.05.,16:00,Arena Premium 1,Fudbal,Srbija - Bosna i Hercegovina,"Turnir ,,Miljan Miljanić"""
12.05.,18:00,Arena Premium 2,Košarka,FMP - Mega,KLS
12.05.,18:00,Arena Sport 10,Košarka,FMP - Mega,KLS
12.05.,18:30,Arena Premium 3,Košarka,"CSKA - Lokomotiv, G1",VTB LIGA
12.05.,18:30,Arena Sport 9,Košarka,Finale kadetske ženske konkurencije,
12.05.,19:00,Arena Premium 1,Košarka,"Cedevita Olimpija - Crvena zvezda, G2",ABA LIGA
12.05.,19:00,Arena Premium 5,Fudbal,Celta - Levante,ŠPANSKA LIGA
12.05.,19:00,Arena Tenis,Tenis,"Centralni teren, dan 7 popodnevna sesija",ATP/WTA 1000 - Rome
12.05.,20:00,Arena Premium 2,Košarka,"Budućnost - Cluj, G3",ABA LIGA
12.05.,20:00,Arena Premium 4,Fudbal,Betis - Elche,ŠPANSKA LIGA
12.05.,20:30,Arena Premium 3,Vaterpolo,Ferencvaros - Hannover,Liga šampiona
12.05.,20:30,Arena Sport 2,Vaterpolo,Mladost - Pro Recco,Liga šampiona
12.05.,21:00,Arena Premium 5,Fudbal,"Southampton - Middlesbrough, polufinale G2",CHAMPIONSHIP
12.05.,21:30,Arena Premium 1,Fudbal,Osasuna - Atletico,ŠPANSKA LIGA
13.05.,00:00,Arena Premium 2,Fudbal,Belgrano - Union,ARGENTINSKA LIGA
13.05.,02:00,Arena Premium 1,Košarka,"San Antonio - Minnesota, G5",NBA
13.05.,03:30,Arena Premium 2,Hokej,"Vegas Golden Knights - Anaheim Ducks, G5",NHL
13.05.,10:00,Arena Premium 1,Mali fudbal,Četvrtfinala,ARENINA LIGA ŠAMPIONA
13.05.,13:00,Arena Tenis,Tenis,"Centralni teren, dan 8 prepodnevna sesija",ATP/WTA 1000 - Rome
