"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"03.08.","01:00","Arena 5 Premium","Tenis","Centre Court - Dan 7, drugi deo","ATP Masters - Toronto"
"03.08.","01:00","Arena Tenis","Tenis","Montreal - Dan 7, popodnevna sesija","WTA Masters - Montreal"
"03.08.","08:30","Adrenalin","Moto Sport","Mađarska: Trka","FORMULA 3"
"03.08.","09:00","Arena 3 Premium","Odbojka","Meč za 3. mesto","Liga Nacija"
"03.08.","09:30","Arena 4 Premium","Moto Sport","Finska - Live Stage 5","WRC"
"03.08.","10:00","Adrenalin","Moto Sport","Mađarska: Trka","FORMULA 2"
"03.08.","11:45","Adrenalin","Moto Sport","Mađarska: Trka","Porsche Supercup"
"03.08.","12:00","Arena 4 Premium","Moto Sport","Finska - Live Stage 6","WRC"
"03.08.","12:00","Arena 5 Premium","Moto Sport","Imola, Trka 3","F4 Italian Championship"
"03.08.","12:30","Arena 2 Premium","Fudbal","Akron - Spartak","RUSKA LIGA"
"03.08.","13:00","Arena 1 Premium","Fudbal","Tottenham - Newcastle Utd","PRIJATELJSKE UTAKMICE"
"03.08.","13:00","Arena 3 Premium","Odbojka","Finale","Liga Nacija"
"03.08.","13:00","Arena Sport 1","Fudbal","Stockport County - Bolton","LEAGUE ONE"
"03.08.","13:30","Arena 4 Premium","Fudbal","Hannover - Keiserslautern","NEMAČKA 2. LIGA"
"03.08.","14:00","Arena Sport 2","Fudbal","Hacken - Elfsborg","ŠVEDSKA LIGA"
"03.08.","14:30","Arena 5 Premium","Fudbal","Hamkam - Bodo/Glimt","NORVEŠKA LIGA"
"03.08.","14:45","Arena Sport 3","Fudbal","Cracovia - Lechia","POLJSKA LIGA"
"03.08.","14:45","Arena Sport 4","Fudbal","Baltika - Orenburg","RUSKA LIGA"
"03.08.","15:00","Arena 2 Premium","Moto Sport","Mađarska: Trka","FORMULA 1"
"03.08.","15:00","Adrenalin","Moto Sport","Mađarska: Trka","FORMULA 1"
"03.08.","16:00","Arena 3 Premium","Fudbal","AGF - Midtjylland","DANSKA LIGA"
"03.08.","16:30","Arena 5 Premium","Fudbal","Luzern - Zurih","ŠVAJCARSKA LIGA"
