"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"25.07.","00:00","Arena 2 Premium","Fudbal","Guarni - Universiadad de Chile","COPA SUDAMERICANA"
"25.07.","00:00","Arena Sport 1","Tenis","Washington - Dan 4","ATP 500 - Washington"
"25.07.","02:30","Arena 1 Premium","Fudbal","Atletico MG - Bucaramanga","COPA SUDAMERICANA"
"25.07.","12:30","Arena 3 Premium","Moto Sport","Belgija: Trening 1","FORMULA 1"
"25.07.","12:30","Arena Sport 1","Tenis","Kitzbuhel - polufinale 1","ATP 250 - Kitzbuhel"
"25.07.","14:00","Arena Sport 2","Tenis","Prague - polufinale 1","WTA 250 - Prague"
"25.07.","14:30","Arena Sport 1","Tenis","Kitzbuhel - polufinale 2","ATP 250 - Kitzbuhel"
"25.07.","14:55","Arena 3 Premium","Moto Sport","Belgija: Kvalifikacije","FORMULA 2"
"25.07.","16:00","Arena Sport 2","Tenis","Prague - polufinale 2","WTA 250 - Prague"
"25.07.","16:30","Arena 3 Premium","Moto Sport","Belgija: Sprint Kvalifikacije","FORMULA 1"
"25.07.","18:00","Arena 1 Premium","Fudbal","Krylya Sovetov - Nizhny Novgorod","RUSKA LIGA"
"25.07.","18:00","Arena 2 Premium","Fudbal","Cracovia - Bruk-Bet Termalica","POLJSKA LIGA"
"25.07.","18:00","Arena Sport 1","Tenis","Washington - Četvrfinale 1","WTA 500 - Washington"
"25.07.","18:30","Arena Sport 2","Tenis","Umag - polufinale 1","ATP 250 - Umag"
"25.07.","19:10","Arena 3 Premium","Moto Sport","Belgija: Kvalifikacije","FORMULA 3"
"25.07.","20:00","Arena Sport 1","Tenis","Washington - Četvrtfinale 1","ATP 500 - Washington"
"25.07.","20:30","Arena 2 Premium","Fudbal","Zurih - Sion","ŠVAJCARSKA LIGA"
"25.07.","20:30","Arena 3 Premium","Fudbal","Arka - Radomiak","POLJSKA LIGA"
"25.07.","21:00","Arena Sport 2","Tenis","Umag - polufinale 2","ATP 250 - Umag"
"25.07.","22:00","Arena Sport 1","Tenis","Washington - Četvrtfinale 2","ATP 500 - Washington"
"25.07.","22:10","Arena Sport 4","Bejzbol","Milwaukee Bravers - Miami Marlins","Major League Baseball"
"26.07.","01:00","Arena Sport 1","Tenis","Washington - Četvrfinale 4","WTA 500 - Washington"
"26.07.","03:00","Arena Sport 1","Tenis","Washington - Četvrtfinale 4","ATP 500 - Washington"
"26.07.","09:15","Arena 1 Premium","Moto Sport","Belgija: Sprint","FORMULA 3"
"26.07.","10:25","Arena 1 Premium","Moto Sport","Belgija: Kvalifikacije","Porsche Supercup"
"26.07.","12:00","Arena 1 Premium","Moto Sport","Belgija: Sprint","FORMULA 1"
"26.07.","13:30","Arena 1 Premium","Fudbal","Liverpool - Milan","PRIJATELJSKE UTAKMICE"
"26.07.","13:45","Arena 3 Premium","Moto Sport","Belgija: Sprint","FORMULA 2"
"26.07.","14:00","Arena 2 Premium","Fudbal","Spartak - Baltika","RUSKA LIGA"
"26.07.","14:00","Arena Sport 2","Tenis","Prague - finale","WTA 250 - Prague"
"26.07.","14:30","Arena Sport 1","Tenis","Kitzbuhel - finale","ATP 250 - Kitzbuhel"
"26.07.","14:45","Arena Sport 3","Fudbal","Piast - Gornik","POLJSKA LIGA"
"26.07.","16:00","Arena 1 Premium","Moto Sport","Belgija: Kvalifikacije","FORMULA 1"
"26.07.","16:00","Arena 3 Premium","Odbojka","Polufinale 1","Liga Nacija (Ž)"
"26.07.","16:30","Arena Sport 4","Fudbal","Dinamo - Rostov","RUSKA LIGA"
"26.07.","17:30","Arena Sport 5","Fudbal","Pogon - Motor","POLJSKA LIGA"
"26.07.","18:00","Arena 1 Premium","Fudbal","Kaiserslautern - Roma",""
"26.07.","18:00","Arena 2 Premium","Fudbal","Krasnodar - Lokomotiv","RUSKA LIGA"
"26.07.","18:00","Arena Sport 1","Tenis","Finale Dubla (žene)","WTA 500 - Washington"
"26.07.","18:00","Arena Sport 2","Fudbal","St. Gallen - Basel","ŠVAJCARSKA LIGA"
"26.07.","18:00","Arena Sport 3","Fudbal","Copenhagen - Vejle","DANSKA LIGA"
"26.07.","18:00","Arena Sport 8","Basket 3x3","3x3 BG U23 League","BG U23 League"
"26.07.","19:00","Arena Sport 7","Basket 3x3","BIG 3 - Cincinnati","BIG3"
"26.07.","19:05","Arena Sport 6","Bejzbol","New York Yankees - Philadelphia Phillies","Major League Baseball"
"26.07.","20:00","Arena 1 Premium","Fudbal","Crvena zvezda - OFK Beograd","MOZZARTBET SUPERLIGA"
"26.07.","20:00","Arena 3 Premium","Odbojka","Polufinale 2","Liga Nacija (Ž)"
"26.07.","20:00","Arena Sport 2","Tenis","Umag - finale","ATP 250 - Umag"
"26.07.","20:00","Arena Sport 3","Fudbal","Radnički - Mladost","MOZZARTBET SUPERLIGA"
"26.07.","20:00","Arena Sport 4","Fudbal","Radnik - TSC","MOZZARTBET SUPERLIGA"
"26.07.","20:00","Arena Sport 10","Fudbal","Crvena zvezda - OFK Beograd","MOZZARTBET SUPERLIGA"
"26.07.","20:15","Arena Sport 9","Fudbal","Lechia - Lech","POLJSKA LIGA"
"26.07.","20:30","Arena Sport 1","Tenis","Washington - polufinale 1","WTA 500 - Washington"
"26.07.","20:30","Arena Sport 5","Fudbal","Al Ahli - Celtic",""
"26.07.","21:00","Arena 2 Premium","Fudbal","Nottingham Forest - Fulham",""
"26.07.","22:00","Arena 1 Premium","Fudbal","Everton - Bournemouth",""
"26.07.","22:30","Arena Sport 1","Tenis","Washington - polufinale 2","WTA 500 - Washington"
"27.07.","01:00","Arena 1 Premium","Fudbal","Manchester Utd - West Ham",""
"27.07.","01:00","Arena Sport 1","Tenis","Washington - polufinale 1","ATP 500 - Washington"
"27.07.","02:00","Arena 3 Premium","Fudbal","Palmeiras - Gremio","BRAZILSKA LIGA"
"27.07.","02:15","Arena 2 Premium","Fudbal","Racing - Estudiantes","ARGENTINSKA LIGA"
"27.07.","03:00","Arena Sport 1","Tenis","Washington - polufinale 2","ATP 500 - Washington"
"27.07.","08:30","Arena 2 Premium","Moto Sport","Belgija: Trka","FORMULA 3"
"27.07.","10:00","Arena 2 Premium","Moto Sport","Belgija: Trka","FORMULA 2"
"27.07.","11:45","Arena 2 Premium","Moto Sport","Belgija: Trka","Porsche Supercup"
"27.07.","13:30","Arena 1 Premium","Fudbal","Arsenal - Newcastle Utd","PRIJATELJSKE UTAKMICE"
"27.07.","14:00","Arena 3 Premium","Fudbal","CSKA - Akhmat","RUSKA LIGA"
"27.07.","14:00","Arena Sport 3","Fudbal","Hacken - Djurgarden","ŠVEDSKA LIGA"
"27.07.","14:30","Arena Sport 2","Fudbal","Rosenborg - Tromso","NORVEŠKA LIGA"
"27.07.","14:45","Arena Sport 4","Fudbal","Rakow - Wisla","POLJSKA LIGA"
"27.07.","14:45","Arena Sport 7","Konjički sport","Subotica - Dužijanica","KASAČKE TRKE"
"27.07.","15:00","Arena 2 Premium","Moto Sport","Belgija: Trka","FORMULA 1"
"27.07.","16:00","Arena 3 Premium","Odbojka","Meč za 3. mesto","Liga Nacija (Ž)"
"27.07.","16:30","Arena 1 Premium","Fudbal","Orenburg - Dynamo Makhachkala","RUSKA LIGA"
"27.07.","17:30","Arena Sport 2","Fudbal","Jagiellonia - Widzew","POLJSKA LIGA"
"27.07.","18:00","Arena Sport 1","Tenis","Washington - Finale dubla","ATP 500 - Washington"
"27.07.","18:00","Arena Sport 3","Fudbal","Nordsjelland - Brondby","DANSKA LIGA"
