"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"05.07.","10:15","Arena 2 Premium","Moto Sport","Velika Britanija: Sprint","FORMULA 3"
"05.07.","12:00","Arena 1 Premium","Tenis","Wimbledon, dan 6","WIMBLEDON"
"05.07.","12:30","Arena 3 Premium","Moto Sport","Velika Britanija: Trening 3","FORMULA 1"
"05.07.","14:00","Arena 2 Premium","Tenis","Teren 1, dan 6","WIMBLEDON"
"05.07.","14:00","Arena Sport 2","Fudbal","Hamkam - Brann","NORVEŠKA LIGA"
"05.07.","14:15","Arena Sport 1","Moto Sport","Velika Britanija: Sprint","FORMULA 2"
"05.07.","14:30","Arena 1 Premium","Tenis","Centralni teren, dan 6","WIMBLEDON"
"05.07.","15:00","Arena 3 Premium","Fudbal","CSKA Moskva - OFK Beograd","PRIJATELJSKE UTAKMICE"
"05.07.","16:00","Arena Sport 1","Moto Sport","Velika Britanija: Kvalifikacije","FORMULA 1"
"05.07.","16:00","Arena Sport 2","Odbojka","Grčka - Finska, Polufinale 1","ZLATNA LIGA (M)"
"05.07.","17:00","Arena Sport 1","Fudbal","Vojvodina  - CSKA 1948","PRIJATELJSKE UTAKMICE"
"05.07.","18:00","Arena Sport 4","Fudbal","Železničar - Jadran Dekani","PRIJATELJSKE UTAKMICE"
"05.07.","18:30","Arena Sport 3","Fudbal","Novi Pazar - Radnik Bijeljina","PRIJATELJSKE UTAKMICE"
"05.07.","19:00","Arena Sport 2","Odbojka","Izrael - Češka, Polufinale 2","ZLATNA LIGA (M)"
"05.07.","20:00","Arena 3 Premium","Fudbal","Kristiansund - Bodo","NORVEŠKA LIGA"
"05.07.","22:00","Arena 3 Premium","Fudbal","Tromso - Molde","NORVEŠKA LIGA"
"05.07.","22:00","Arena Sport 1","Atletika","Judžin","DIJAMANTSKA LIGA"
"06.07.","10:30","Arena 2 Premium","Moto Sport","Velika Britanija: Trka","FORMULA 3"
"06.07.","12:00","Arena 1 Premium","Tenis","Wimbledon, dan 7","WIMBLEDON"
"06.07.","12:05","Arena 2 Premium","Moto Sport","Velika Britanija: Trka","FORMULA 2"
"06.07.","14:00","Arena 2 Premium","Tenis","Teren 1, dan 7","WIMBLEDON"
"06.07.","14:00","Arena Sport 1","Fudbal","Halmstad - AIK","ŠVEDSKA LIGA"
"06.07.","14:30","Arena 1 Premium","Tenis","Centralni teren, dan 7","WIMBLEDON"
"06.07.","16:00","Arena 3 Premium","Moto Sport","Velika Britanija: Trka","FORMULA 1"
"06.07.","16:00","Arena Sport 2","Odbojka","Meč za 3. mesto","ZLATNA LIGA (M)"
"06.07.","16:00","Arena Sport 3","Padel","Luka Beograd","Mozzart Serbian Padel Tour 500"
"06.07.","16:15","Arena Sport 5","Konjički sport","Srbobran","KASAČKE TRKE"
"06.07.","18:30","Arena Sport 1","Fudbal","Spartak ŽK - Radnik","PRIJATELJSKE UTAKMICE"
"06.07.","19:00","Arena Sport 2","Odbojka","Finale","ZLATNA LIGA (M)"
"06.07.","20:00","Arena 3 Premium","Moto Sport","Grant Park 165","NASCAR CUP SERIES"
"07.07.","12:00","Arena 1 Premium","Tenis","Wimbledon, dan 8","WIMBLEDON"
"07.07.","14:00","Arena 2 Premium","Tenis","Teren 1, dan 8","WIMBLEDON"
"07.07.","14:30","Arena 1 Premium","Tenis","Centralni teren, dan 8","WIMBLEDON"
"07.07.","18:30","Arena Sport 1","Fudbal","Radnički 1923 - IMT","PRIJATELJSKE UTAKMICE"
"08.07.","12:00","Arena 1 Premium","Tenis","Wimbledon, dan 9","WIMBLEDON"
"08.07.","14:00","Arena 2 Premium","Tenis","Teren 1, dan 9","WIMBLEDON"
"08.07.","14:30","Arena 1 Premium","Tenis","Centralni teren, dan 9","WIMBLEDON"
"08.07.","17:30","Arena 3 Premium","Fudbal","Vojvodina - Fehervar","PRIJATELJSKE UTAKMICE"
"08.07.","17:30","Arena Sport 1","Fudbal","Železničar - Kišvarda","PRIJATELJSKE UTAKMICE"
"08.07.","18:30","Arena Sport 2","Fudbal","Novi Pazar - Mladost","PRIJATELJSKE UTAKMICE"
