Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
13.04.,00:00,Arena Premium 1,Košarka,Boston - Orlando,NBA
13.04.,01:00,Arena Premium 2,Fudbal,Racing - River Plate,ARGENTINSKA LIGA
13.04.,02:30,Arena Premium 1,Košarka,San Antonio - Denver,NBA
13.04.,11:00,Arena Tenis,Tenis,Dan 1 prepodnevna sesija,ATP 500 - Barcelona
13.04.,16:00,Arena Premium 2,Fudbal,Akron - Dinamo,RUSKA LIGA
13.04.,16:00,Arena Tenis,Tenis,Dan 1 popodnevna sesija,ATP 500 - Barcelona
13.04.,18:00,Arena Premium 1,Košarka,Crvena zvezda - Cluj,ABA LIGA
13.04.,18:00,Arena Premium 2,Košarka,Efes - Fenerbahce,TURSKA LIGA
13.04.,18:00,Arena Premium 3,Odbojka,"Vakifbank - Fenerbahce, finale G3",TURSKA LIGA Ž
13.04.,18:00,Arena Premium 4,Košarka,SC Derby - Mega,ABA LIGA
13.04.,18:00,Arena Premium 5,Košarka,Radnički - Sloboda,KLS
13.04.,18:00,Arena Sport 9,Fudbal,Vukovar - Dinamo,HRVATSKA LIGA
13.04.,18:00,Arena Sport 10,Košarka,Radnički - Sloboda,KLS
13.04.,20:00,Arena Premium 2,Košarka,Dubai - Budućnost,ABA LIGA
13.04.,20:00,Arena Premium 4,Košarka,Ilirija - Borac,ABA LIGA
13.04.,20:00,Arena Premium 5,Košarka,Virtus Bologna - Cantu,ITALIJANSKA LIGA
13.04.,20:00,Arena Sport 10,Odbojka,Vojvodina - Spartak,SUPERLIGA
13.04.,20:30,Arena 1X2,Fudbal,Valladolid - Eibar,ŠPANSKA 2. LIGA
13.04.,20:45,Arena Premium 3,Fudbal,Fiorentina - Lazio,ITALIJANSKA LIGA
13.04.,20:45,Arena Sport 2,Fudbal,Rodez - Troyes,FRANCUSKA 2. LIGA
13.04.,21:00,Arena Premium 1,Fudbal,Manchester United - Leeds,ENGLESKA LIGA
13.04.,21:00,Arena Sport 1,Fudbal,Levante - Getafe,ŠPANSKA LIGA
14.04.,11:00,Arena Tenis,Tenis,Dan 2 prepodnevna sesija,ATP 500 - Barcelona
14.04.,16:00,Arena Tenis,Tenis,Dan 2 popodnevna sesija,ATP 500 - Barcelona
14.04.,17:00,Arena Premium 1,Fudbal,Srbija - Italija,KVALIFIKACIJE ZA SVETSKO PRVENSTVO Ž
14.04.,18:00,Arena Premium 5,Košarka,"Helios - Široki, polufinale G2",ABA2 LIGA
14.04.,19:00,Arena Premium 3,Odbojka,Ub - Jedinstvo,SUPERLIGA (Ž)
14.04.,20:00,Arena Premium 1,Fudbal,Liga Šampiona: Studio,UEFA LIGA ŠAMPIONA
14.04.,20:00,Arena Premium 4,Košarka,Zadar - FMP,ABA LIGA
14.04.,21:00,Arena Premium 1,Fudbal,Liverpool - PSG,UEFA LIGA ŠAMPIONA
14.04.,21:00,Arena Premium 2,Fudbal,Atletico - Barcelona,UEFA LIGA ŠAMPIONA
14.04.,21:00,Arena Premium 3,Fudbal,Portsmouth - Ipswich,CHAMPIONSHIP
14.04.,23:00,Arena Premium 1,Fudbal,Liga Šampiona: Studio,UEFA LIGA ŠAMPIONA
15.04.,00:00,Arena Premium 1,Fudbal,Estudiantes - Cusco,COPA LIBERTADORES
15.04.,01:00,Arena Premium 2,Hokej,Boston Bruins - New Jersey Devils,NHL
15.04.,02:00,Arena Premium 1,Fudbal,Boca Juniors - Barcelona,COPA LIBERTADORES
15.04.,10:00,Arena Premium 1,Mali fudbal,Novi Beograd,ARENINA LIGA ŠAMPIONA
15.04.,11:00,Arena Tenis,Tenis,Dan 3 prepodnevna sesija,ATP 500 - Barcelona
15.04.,15:00,Arena Premium 4,Odbojka,"Spor Toto - Ziraat, polufinale G2",TURSKA LIGA
15.04.,16:00,Arena Tenis,Tenis,Dan 3 popodnevna sesija,ATP 500 - Barcelona
15.04.,18:00,Arena Premium 4,Odbojka,"Galatasaray - Halkbank, polufinale G2",TURSKA LIGA
15.04.,18:00,Arena Sport 9,Košarka,"TFT - Sutjeska, polufinale G2",ABA2 LIGA
15.04.,18:30,Arena Premium 2,Košarka,Zenit - UNICS,VTB LIGA
15.04.,18:30,Arena Premium 3,Košarka,"AEK - Joventut, G3",FIBA LIGA ŠAMPIONA
15.04.,19:00,Arena Premium 5,Odbojka,"Luneburg - Piacenza, finale G1",CEV CUP
15.04.,19:00,Arena Sport 10,Rukomet,Temerin - Mladost NP,SUPERLIGA SRBIJE Ž
15.04.,20:00,Arena Premium 1,Fudbal,Liga Šampiona: Studio,UEFA LIGA ŠAMPIONA
15.04.,21:00,Arena Premium 1,Fudbal,Bayern - Real Madrid,UEFA LIGA ŠAMPIONA
15.04.,21:00,Arena Premium 2,Fudbal,Arsenal - Sporting,UEFA LIGA ŠAMPIONA
15.04.,21:00,Arena Premium 3,Košarka,"Tenerife - Galatasaray, G3",FIBA LIGA ŠAMPIONA
15.04.,23:00,Arena Premium 1,Fudbal,Liga Šampiona: Studio,UEFA LIGA ŠAMPIONA
16.04.,00:00,Arena Premium 1,Fudbal,Libertad - Rosario,COPA LIBERTADORES
16.04.,01:00,Arena Premium 3,Hokej,Tampa Bay Lightning - New York Rangers,NHL
16.04.,02:30,Arena Premium 1,Fudbal,Fluminense - Independiente,COPA LIBERTADORES
16.04.,02:30,Arena Premium 2,Fudbal,River Plate - Carabobo,COPA SUDAMERICANA
16.04.,10:00,Arena Premium 1,Mali fudbal,Novi Beograd,ARENINA LIGA ŠAMPIONA
16.04.,11:00,Arena Tenis,Tenis,Dan 4 prepodnevna sesija,ATP 500 - Barcelona
16.04.,16:00,Arena Tenis,Tenis,Dan 4 popodnevna sesija,ATP 500 - Barcelona
16.04.,18:00,Arena Premium 3,Rukomet,Žreb,EVROPSKO PRVENSTVO (Ž)
16.04.,18:00,Arena Sport 1,Odbojka,"Fenerbahce - Vakifbank, finale G4",TURSKA LIGA Ž
16.04.,18:30,Arena Premium 5,Košarka,CSKA - Pari NN,VTB LIGA
16.04.,18:45,Arena Premium 3,Fudbal,Celta - Freiburg,UEFA LIGA EVROPE
16.04.,18:45,Arena Premium 4,Fudbal,AZ Alkmaar - Shakhtar,UEFA LIGA KONFERENCIJA
16.04.,19:00,Arena Sport 5,Pikado,Rotterdam,Premier League
16.04.,19:45,Arena Premium 1,Košarka,Evroliga: Studio,EVROLIGA
16.04.,20:00,Arena Sport 3,Košarka,ASVEL - Fenerbahce,EVROLIGA
16.04.,20:00,Arena Sport 10,Odbojka,"Četvrtfinale, G3",SUPERLIGA
16.04.,20:05,Arena Sport 4,Košarka,Maccabi Tel Aviv - Virtus Bologna,EVROLIGA
16.04.,20:15,Arena Sport 2,Košarka,Olympiacos - Milano,EVROLIGA
16.04.,20:30,Arena Premium 2,Košarka,Partizan - Baskonia,EVROLIGA
16.04.,20:45,Arena Premium 1,Košarka,Real Madrid - Crvena zvezda,EVROLIGA
16.04.,21:00,Arena Premium 3,Fudbal,Nottingham Forest - Porto,UEFA LIGA EVROPE
16.04.,21:00,Arena Premium 4,Fudbal,Aston Villa - Bologna,UEFA LIGA EVROPE
16.04.,21:00,Arena Premium 5,Fudbal,AEK - Rayo Vallecano,UEFA LIGA KONFERENCIJA
16.04.,21:00,Arena Sport 1,Fudbal,Fiorentina - Crystal Palace,UEFA LIGA KONFERENCIJA
16.04.,21:00,Arena Sport 6,Fudbal,Betis - Braga,UEFA LIGA EVROPE
16.04.,21:00,Arena Sport 7,Fudbal,Strasbourg - Mainz,UEFA LIGA KONFERENCIJA
16.04.,21:00,Arena 1X2,Fudbal,Multiprenos,UEFA LIGA EVROPE
16.04.,22:45,Arena Premium 1,Košarka,Evroliga: Studio,EVROLIGA
17.04.,00:00,Arena Premium 1,Fudbal,Palmeiras - Sporting Cristal,COPA LIBERTADORES
17.04.,02:30,Arena Premium 1,Fudbal,Flamengo - Independiente Medellin,COPA LIBERTADORES
17.04.,10:00,Arena Premium 1,Mali fudbal,Stari Grad,ARENINA LIGA ŠAMPIONA
17.04.,11:00,Arena Tenis,Tenis,Četvrtfinale 1,ATP 500 - Barcelona
17.04.,11:00,Arena Sport 8,Tenis,Četvrtfinale 1,ATP 500 - Munich
17.04.,13:00,Arena Tenis,Tenis,Četvrtfinale 2,ATP 500 - Barcelona
17.04.,13:00,Arena Sport 8,Tenis,Četvrtfinale 2,ATP 500 - Munich
17.04.,15:00,Arena Sport 8,Tenis,Četvrtfinale 3,ATP 500 - Munich
17.04.,15:30,Arena Sport 9,Fudbal,Gorica - Lokomotiva,HRVATSKA LIGA
17.04.,16:00,Arena Tenis,Tenis,Četvrtfinale 3,ATP 500 - Barcelona
17.04.,16:30,Arena Premium 1,Fudbal,Najava kola,MB SUPERLIGA
17.04.,17:00,Arena Sport 1,Rukomet,RUKOMETNA ARENA,
17.04.,17:00,Arena Sport 8,Tenis,Četvrtfinale 4,ATP 500 - Munich
17.04.,17:00,Arena Sport 10,Košarka,Čačak - Sloga,KLS
17.04.,17:45,Arena Sport 9,Fudbal,Slaven - Hajduk,HRVATSKA LIGA
17.04.,18:00,Arena Premium 1,Fudbal,...,MB SUPERLIGA
17.04.,18:00,Arena Premium 2,Fudbal,...,MB SUPERLIGA
17.04.,18:00,Arena Premium 5,Odbojka,"Polufinale, G3",SUPERLIGA (Ž)
17.04.,18:00,Arena Tenis,Tenis,Četvrtfinale 4,ATP 500 - Barcelona
17.04.,18:00,Arena Sport 1,Vaterpolo,"Primorac - Jadran, polufinale",Regionalna vaterpolo liga
17.04.,18:00,Arena Sport 3,Fudbal,Švedska - Srbija,KVALIFIKACIJE ZA SVETSKO PRVENSTVO Ž
17.04.,18:30,Arena Sport 2,Fudbal,Sassuolo - Como,ITALIJANSKA LIGA
